TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
8183,9,28,0.75,2.284125,1.922418,11.89728,9.403025,0.3274816,0.4120219,0.5701891,0.3761743,0.450387,26.07163,0.5385932,0.5729999,3.643338,24.37614,
8203,9,27,0.7407407,2.266686,1.914067,12.02961,9.446676,0.3168254,0.4112106,0.5824131,0.3731543,0.4546664,26.02499,0.5360526,0.5748158,3.655878,24.57788,
8223,9,26,0.7692308,2.270591,1.912799,12.02645,9.400285,0.318734,0.4130067,0.5810851,0.3712459,0.4596091,26.05279,0.5363408,0.5771104,3.667905,24.50588,
8243,9,24,0.8333333,2.2776,1.920041,12.14596,9.199244,0.3160964,0.4140919,0.5856461,0.3661133,0.4509987,25.88417,0.5363662,0.5793872,3.694988,24.32578,
8263,9,24,0.8333333,2.2776,1.920041,12.14596,9.199244,0.3160964,0.4140919,0.5856461,0.3661133,0.4509987,25.88417,0.5363662,0.5793872,3.694988,24.32578,
8283,9,24,0.8333333,2.2776,1.920041,12.14596,9.199244,0.3160964,0.4140919,0.5856461,0.3661133,0.4509987,25.88417,0.5363662,0.5793872,3.694988,24.32578,
8303,9,24,0.8333333,2.2776,1.920041,12.14596,9.199244,0.3160964,0.4140919,0.5856461,0.3661133,0.4509987,25.88417,0.5363662,0.5793872,3.694988,24.32578,
8323,9,23,0.8695652,2.281439,1.911985,12.16512,9.223079,0.3171324,0.4117496,0.5898466,0.3615622,0.4549804,25.92369,0.532716,0.5870649,3.721575,24.314,
8343,9,25,0.84,2.29337,1.912774,12.10786,9.161362,0.3143186,0.412993,0.590551,0.365537,0.4470578,25.69607,0.534746,0.5858487,3.755727,24.41088,
8363,9,24,0.875,2.295871,1.905926,12.1163,9.172797,0.3156982,0.411209,0.59066,0.3628241,0.4520253,25.81807,0.5343195,0.5877802,3.770151,24.26843,
8383,9,24,0.875,2.295871,1.905926,12.1163,9.172797,0.3156982,0.411209,0.59066,0.3628241,0.4520253,25.81807,0.5343195,0.5877802,3.770151,24.26843,
8403,9,24,0.875,2.295871,1.905926,12.1163,9.172797,0.3156982,0.411209,0.59066,0.3628241,0.4520253,25.81807,0.5343195,0.5877802,3.770151,24.26843,
8423,9,24,0.875,2.295871,1.905926,12.1163,9.172797,0.3156982,0.411209,0.59066,0.3628241,0.4520253,25.81807,0.5343195,0.5877802,3.770151,24.26843,
8443,9,25,0.84,2.301011,1.90258,12.54081,9.122597,0.3144054,0.4103192,0.5897604,0.3627755,0.4701851,25.7733,0.5334211,0.598597,3.807976,24.31092,
8463,9,24,0.875,2.291227,1.904233,12.59811,9.150743,0.3164435,0.4100579,0.5899097,0.3626211,0.4737024,25.9852,0.5330384,0.5988338,3.77781,24.24394,
8483,9,25,0.84,2.30321,1.903474,13.02948,9.14392,0.315156,0.4113765,0.5886001,0.3643505,0.490725,25.91444,0.5300553,0.6086043,3.747921,24.35257,
8503,9,24,0.8333333,2.309321,1.89429,13.12192,9.170164,0.3162793,0.4132597,0.5908763,0.3661542,0.5003151,25.83743,0.5273046,0.6119948,3.740772,24.46701,
8523,9,25,0.84,2.306613,1.90007,13.03944,9.138694,0.3143863,0.4123265,0.5903819,0.3648877,0.4906794,25.64184,0.5283736,0.6121094,3.778214,24.34481,
8544,9,25,0.84,2.306613,1.90007,13.03944,9.138694,0.3143863,0.4123265,0.5903819,0.3648877,0.4906794,25.64184,0.5283736,0.6121094,3.778214,24.34481,
8564,9,25,0.84,2.316562,1.932773,13.52293,9.128937,0.3134775,0.4146659,0.5953996,0.3662864,0.5089581,26.08417,0.5309137,0.6268001,3.76449,24.24061,
8584,9,24,0.875,2.312071,1.937377,13.13934,9.179402,0.3147316,0.4157369,0.5965341,0.3664812,0.4924138,26.14189,0.5317076,0.6171584,3.724853,24.19519,
8604,9,23,0.9130435,2.299952,1.939644,12.694,9.188066,0.3160566,0.4145505,0.5982456,0.3647693,0.4747246,26.22562,0.5348923,0.607335,3.75504,24.075,
8624,9,23,0.9130435,2.299952,1.939644,12.694,9.188066,0.3160566,0.4145505,0.5982456,0.3647693,0.4747246,26.22562,0.5348923,0.607335,3.75504,24.075,
8644,9,24,0.9166667,2.297237,1.940055,12.63046,9.30106,0.3141029,0.4113092,0.6009127,0.366093,0.4714125,26.08173,0.5337177,0.6024852,3.726881,24.2181,
8664,9,24,0.9166667,2.297237,1.940055,12.63046,9.30106,0.3141029,0.4113092,0.6009127,0.366093,0.4714125,26.08173,0.5337177,0.6024852,3.726881,24.2181,
8684,9,24,0.9166667,2.297237,1.940055,12.63046,9.30106,0.3141029,0.4113092,0.6009127,0.366093,0.4714125,26.08173,0.5337177,0.6024852,3.726881,24.2181,
8704,9,24,0.9166667,2.297237,1.940055,12.63046,9.30106,0.3141029,0.4113092,0.6009127,0.366093,0.4714125,26.08173,0.5337177,0.6024852,3.726881,24.2181,
8724,9,25,0.92,2.289273,1.946697,12.57285,9.282911,0.3129991,0.4096742,0.600036,0.3644156,0.4633116,25.95747,0.5355149,0.6035603,3.772664,24.18733,
8744,9,25,0.92,2.289273,1.946697,12.57285,9.282911,0.3129991,0.4096742,0.600036,0.3644156,0.4633116,25.95747,0.5355149,0.6035603,3.772664,24.18733,
8764,9,25,0.92,2.289273,1.946697,12.57285,9.282911,0.3129991,0.4096742,0.600036,0.3644156,0.4633116,25.95747,0.5355149,0.6035603,3.772664,24.18733,
8784,9,25,0.92,2.289273,1.946697,12.57285,9.282911,0.3129991,0.4096742,0.600036,0.3644156,0.4633116,25.95747,0.5355149,0.6035603,3.772664,24.18733,
8804,9,25,0.92,2.289273,1.946697,12.57285,9.282911,0.3129991,0.4096742,0.600036,0.3644156,0.4633116,25.95747,0.5355149,0.6035603,3.772664,24.18733,
8824,9,26,0.9230769,2.282856,1.9513,12.50945,9.231028,0.3116895,0.4079962,0.6005888,0.3665986,0.4589268,25.83127,0.5350409,0.5985811,3.752102,24.40202,
8844,9,26,0.9230769,2.282856,1.9513,12.50945,9.231028,0.3116895,0.4079962,0.6005888,0.3665986,0.4589268,25.83127,0.5350409,0.5985811,3.752102,24.40202,
8864,9,26,0.9230769,2.282856,1.9513,12.50945,9.231028,0.3116895,0.4079962,0.6005888,0.3665986,0.4589268,25.83127,0.5350409,0.5985811,3.752102,24.40202,
8884,9,27,0.8888889,2.278443,1.955076,12.44677,9.194088,0.3103772,0.4065012,0.5996043,0.3661661,0.4550467,25.72954,0.5353794,0.5991635,3.782607,24.41883,
8904,9,27,0.8888889,2.278443,1.955076,12.44677,9.194088,0.3103772,0.4065012,0.5996043,0.3661661,0.4550467,25.72954,0.5353794,0.5991635,3.782607,24.41883,
8924,9,28,0.8571429,2.269267,1.954942,12.39433,9.17621,0.3094269,0.4054231,0.5981621,0.3650531,0.4510245,25.68881,0.5366787,0.599044,3.805353,24.35789,
8944,9,28,0.8571429,2.269267,1.954942,12.39433,9.17621,0.3094269,0.4054231,0.5981621,0.3650531,0.4510245,25.68881,0.5366787,0.599044,3.805353,24.35789,
8964,9,28,0.8571429,2.269267,1.954942,12.39433,9.17621,0.3094269,0.4054231,0.5981621,0.3650531,0.4510245,25.68881,0.5366787,0.599044,3.805353,24.35789,
8984,9,28,0.8571429,2.269267,1.954942,12.39433,9.17621,0.3094269,0.4054231,0.5981621,0.3650531,0.4510245,25.68881,0.5366787,0.599044,3.805353,24.35789,
9004,10,29,0.862069,2.263954,1.957165,12.36692,9.117094,0.3083778,0.4032312,0.5960451,0.3636018,0.4480368,25.69235,0.5357756,0.5939057,3.829765,24.6129,
9024,10,28,0.8571429,2.269876,1.951845,12.40895,9.126727,0.3091589,0.4044025,0.596654,0.3650105,0.4544348,25.78939,0.5342445,0.5926394,3.792562,24.65448,
9044,10,28,0.8571429,2.269876,1.951845,12.40895,9.126727,0.3091589,0.4044025,0.596654,0.3650105,0.4544348,25.78939,0.5342445,0.5926394,3.792562,24.65448,
9064,10,29,0.8275862,2.274964,1.962305,12.3542,9.124621,0.308652,0.4028392,0.5954971,0.3664265,0.4527204,25.68981,0.5351487,0.5906602,3.807903,24.61803,
9084,10,30,0.8333333,2.281039,1.96934,12.3137,9.215481,0.3075787,0.4012161,0.5947706,0.3692239,0.4489641,25.56548,0.5365357,0.5866819,3.783483,24.78472,
9104,10,31,0.8387097,2.28985,1.971653,12.29357,9.207537,0.3064907,0.4005291,0.5931064,0.3710226,0.4465736,25.46408,0.5378168,0.5847949,3.800036,24.69682,
9124,10,30,0.8333333,2.288795,1.975794,12.37937,9.219131,0.2998513,0.4012637,0.5952166,0.3706221,0.4487888,25.50806,0.538276,0.5870616,3.81822,24.76908,
9144,10,30,0.8333333,2.297622,1.967435,12.35437,9.216877,0.2992648,0.4005788,0.5951262,0.3622574,0.4491762,25.59113,0.5378382,0.586149,3.812359,24.7284,
9164,10,30,0.8333333,2.297622,1.967435,12.35437,9.216877,0.2992648,0.4005788,0.5951262,0.3622574,0.4491762,25.59113,0.5378382,0.586149,3.812359,24.7284,
9184,10,30,0.8333333,2.297622,1.967435,12.35437,9.216877,0.2992648,0.4005788,0.5951262,0.3622574,0.4491762,25.59113,0.5378382,0.586149,3.812359,24.7284,
9204,10,31,0.8387097,2.29805,1.966707,12.32464,9.207102,0.298171,0.3984679,0.5947358,0.3529945,0.4473446,25.60719,0.5384595,0.5796568,3.790887,24.68138,
9224,10,30,0.8666667,2.302529,1.963822,12.37489,9.23955,0.2989016,0.3994958,0.5954267,0.3529304,0.4504506,25.69129,0.5382688,0.5785019,3.764726,24.67557,
9244,10,30,0.8666667,2.307097,1.964273,12.34601,9.363984,0.2999676,0.3967722,0.5945667,0.3498015,0.4487406,25.57765,0.5394572,0.5800287,3.761253,24.83456,
9264,10,30,0.8666667,2.307097,1.964273,12.34601,9.363984,0.2999676,0.3967722,0.5945667,0.3498015,0.4487406,25.57765,0.5394572,0.5800287,3.761253,24.83456,
9284,10,29,0.862069,2.30192,1.957063,12.38762,9.278246,0.3007784,0.3982421,0.5952862,0.3463344,0.4524892,25.7024,0.538171,0.5837776,3.784906,24.66959,
9304,10,29,0.862069,2.30192,1.957063,12.38762,9.278246,0.3007784,0.3982421,0.5952862,0.3463344,0.4524892,25.7024,0.538171,0.5837776,3.784906,24.66959,
9324,10,29,0.862069,2.30192,1.957063,12.38762,9.278246,0.3007784,0.3982421,0.5952862,0.3463344,0.4524892,25.7024,0.538171,0.5837776,3.784906,24.66959,
9344,10,29,0.862069,2.30192,1.957063,12.38762,9.278246,0.3007784,0.3982421,0.5952862,0.3463344,0.4524892,25.7024,0.538171,0.5837776,3.784906,24.66959,
9364,10,29,0.862069,2.30192,1.957063,12.38762,9.278246,0.3007784,0.3982421,0.5952862,0.3463344,0.4524892,25.7024,0.538171,0.5837776,3.784906,24.66959,
9384,10,29,0.862069,2.30192,1.957063,12.38762,9.278246,0.3007784,0.3982421,0.5952862,0.3463344,0.4524892,25.7024,0.538171,0.5837776,3.784906,24.66959,
9404,10,28,0.8928571,2.297795,1.946416,12.44357,9.285837,0.3010042,0.3996412,0.5964357,0.3442007,0.4541954,25.80243,0.5373747,0.585511,3.768743,24.70788,
9424,10,28,0.8928571,2.297795,1.946416,12.44357,9.285837,0.3010042,0.3996412,0.5964357,0.3442007,0.4541954,25.80243,0.5373747,0.585511,3.768743,24.70788,
9444,10,27,0.9259259,2.291751,1.94947,12.51314,9.312892,0.3022917,0.4013911,0.5976501,0.3539895,0.4565712,25.85404,0.5374197,0.5851104,3.74903,24.79053,
9464,10,27,0.9259259,2.291751,1.94947,12.51314,9.312892,0.3022917,0.4013911,0.5976501,0.3539895,0.4565712,25.85404,0.5374197,0.5851104,3.74903,24.79053,
9484,10,27,0.9259259,2.291751,1.94947,12.51314,9.312892,0.3022917,0.4013911,0.5976501,0.3539895,0.4565712,25.85404,0.5374197,0.5851104,3.74903,24.79053,
9504,10,26,0.9230769,2.284784,1.932035,12.04963,9.33987,0.3050536,0.4008248,0.5919475,0.3510115,0.4409928,25.47405,0.5362694,0.573471,3.775114,24.76769,
9524,10,26,0.9230769,2.284784,1.932035,12.04963,9.33987,0.3050536,0.4008248,0.5919475,0.3510115,0.4409928,25.47405,0.5362694,0.573471,3.775114,24.76769,
9544,10,26,0.9230769,2.284784,1.932035,12.04963,9.33987,0.3050536,0.4008248,0.5919475,0.3510115,0.4409928,25.47405,0.5362694,0.573471,3.775114,24.76769,
9564,10,25,0.92,2.278959,1.926235,12.07889,9.212705,0.3052186,0.4015985,0.5937732,0.3507522,0.4449317,25.58737,0.5336561,0.5782902,3.801958,24.60477,
9584,10,24,0.9166667,2.277628,1.925458,12.10582,9.225157,0.3068794,0.4043676,0.5942212,0.3622373,0.4471208,25.56646,0.5326794,0.5863485,3.82926,24.66035,
9604,10,24,0.9166667,2.277628,1.925458,12.10582,9.225157,0.3068794,0.4043676,0.5942212,0.3622373,0.4471208,25.56646,0.5326794,0.5863485,3.82926,24.66035,
9624,10,24,0.9166667,2.277628,1.925458,12.10582,9.225157,0.3068794,0.4043676,0.5942212,0.3622373,0.4471208,25.56646,0.5326794,0.5863485,3.82926,24.66035,
9644,10,25,0.92,2.267833,1.940385,12.05146,9.20314,0.3059187,0.4031371,0.5929039,0.3606353,0.4424023,25.5621,0.5329725,0.5851984,3.856143,24.87917,
9664,10,24,0.9166667,2.271708,1.945829,11.64109,9.249834,0.3070106,0.4039411,0.5967149,0.3589027,0.4246165,25.63712,0.5348724,0.5750965,3.839929,24.99274,
9684,10,24,0.9166667,2.271708,1.945829,11.64109,9.249834,0.3070106,0.4039411,0.5967149,0.3589027,0.4246165,25.63712,0.5348724,0.5750965,3.839929,24.99274,
9704,10,23,0.9130435,2.269128,1.931865,11.72804,9.284616,0.3099396,0.4049369,0.5890059,0.3709783,0.426229,25.7036,0.5370013,0.5785567,3.857277,24.98804,
9724,10,23,0.8695652,2.275866,1.949085,11.67046,9.284787,0.309232,0.409322,0.5884094,0.385099,0.4262578,25.45258,0.5342782,0.5783603,3.827438,24.89276,
9744,10,22,0.8636364,2.267471,1.942366,11.74247,9.300424,0.3102852,0.4074923,0.5901769,0.3843148,0.4283762,25.51715,0.5333145,0.5789718,3.805093,24.97565,
9764,10,23,0.8260869,2.260988,1.946573,11.70339,9.2577,0.3098237,0.4053699,0.589509,0.3823555,0.4240482,25.49156,0.533957,0.5796421,3.8308,24.90156,
9784,10,24,0.7916667,2.272982,1.951448,11.60267,9.32478,0.3087031,0.4059955,0.599871,0.3828308,0.4221335,25.5657,0.5344866,0.5775325,3.813074,24.85728,
9804,10,24,0.7916667,2.272982,1.951448,11.60267,9.32478,0.3087031,0.4059955,0.599871,0.3828308,0.4221335,25.5657,0.5344866,0.5775325,3.813074,24.85728,
9824,10,24,0.7916667,2.272982,1.951448,11.60267,9.32478,0.3087031,0.4059955,0.599871,0.3828308,0.4221335,25.5657,0.5344866,0.5775325,3.813074,24.85728,
9844,10,24,0.7916667,2.272982,1.951448,11.60267,9.32478,0.3087031,0.4059955,0.599871,0.3828308,0.4221335,25.5657,0.5344866,0.5775325,3.813074,24.85728,
9864,10,23,0.8260869,2.262031,1.943203,11.677,9.229245,0.3107213,0.4031933,0.6021417,0.3818768,0.4231932,25.7874,0.5353352,0.5762404,3.831635,25.03701,
9884,10,25,0.76,2.248104,1.944458,11.60075,9.229947,0.3078088,0.4017606,0.5975922,0.3805519,0.4189535,25.55191,0.5393668,0.5776523,3.87162,24.81485,
9904,10,27,0.7407407,2.255389,1.93828,11.56022,9.2744,0.3054401,0.4016366,0.603662,0.3817768,0.4159414,25.50669,0.5414872,0.5806981,3.861499,24.64336,
9924,10,28,0.7142857,2.253035,1.935255,11.91837,9.271478,0.3038314,0.4015147,0.6028278,0.3819852,0.4157934,25.35425,0.5419526,0.5890762,3.853836,24.52241,
9944,10,28,0.6785714,2.24298,1.943335,11.88751,9.127057,0.3036951,0.4048789,0.6019416,0.3823116,0.4143196,25.33562,0.5456209,0.5892283,3.882776,24.35276,
9964,10,29,0.6551724,2.239769,1.938719,11.87754,9.11285,0.3016481,0.4026949,0.6013432,0.3817546,0.4140865,25.19032,0.5437592,0.5953723,3.864515,24.25452,
9984,10,30,0.6666667,2.233458,1.941066,11.86501,9.108134,0.3008939,0.4028092,0.5989462,0.3802701,0.4120174,25.17681,0.5444821,0.594294,3.875527,24.21916,
10004,10,31,0.6774194,2.231157,1.938286,11.8654,9.09467,0.3007126,0.4022704,0.5991102,0.3793408,0.4119765,25.02423,0.5418811,0.5992923,3.864758,24.29529,
10024,10,31,0.6774194,2.231157,1.938286,11.8654,9.09467,0.3007126,0.4022704,0.5991102,0.3793408,0.4119765,25.02423,0.5418811,0.5992923,3.864758,24.29529,
10044,10,32,0.6875,2.238545,1.95019,11.81405,9.196648,0.299693,0.4020583,0.5969231,0.3797856,0.4097253,24.91345,0.5431105,0.6055583,3.86396,24.2226,
10064,10,33,0.6666667,2.243394,1.957456,11.78989,9.269608,0.298274,0.4023978,0.597351,0.384447,0.407434,24.89726,0.5426439,0.6014313,3.863325,24.17884,
10084,10,32,0.71875,2.253559,1.96432,11.7819,9.299782,0.3012855,0.4030592,0.5998521,0.3835233,0.4055477,25.4386,0.5415905,0.5985344,3.890631,24.30359,
10104,10,33,0.6969697,2.254069,1.975329,11.75535,9.396533,0.2999369,0.4035629,0.6002789,0.3870844,0.4040339,25.49823,0.5432252,0.6029091,3.892083,24.28745,
10124,10,32,0.71875,2.249553,1.968621,11.77843,9.327538,0.3014079,0.4032599,0.5999425,0.3825054,0.406219,25.5332,0.54371,0.6070824,3.893616,24.3346,
10144,10,32,0.71875,2.249553,1.968621,11.77843,9.327538,0.3014079,0.4032599,0.5999425,0.3825054,0.406219,25.5332,0.54371,0.6070824,3.893616,24.3346,
10164,10,31,0.6774194,2.22008,1.976857,11.77141,9.365644,0.3028201,0.4035082,0.5937707,0.3817837,0.4046169,25.67373,0.5416467,0.6139569,3.912786,24.66256,
10184,10,32,0.6875,2.226357,1.968061,11.76603,9.336543,0.3025311,0.4029932,0.5899449,0.385564,0.4001498,25.74538,0.5432327,0.6191637,3.913027,24.65505,
10204,10,33,0.6666667,2.236976,1.976585,11.76705,9.301399,0.3015369,0.404097,0.5881532,0.3860224,0.4156804,25.6971,0.5431252,0.6177053,3.937114,24.89326,
10224,10,32,0.6875,2.236654,1.983144,11.82798,9.168335,0.3103915,0.4051535,0.5861035,0.3848582,0.4351565,25.55882,0.5415961,0.6271775,3.96477,25.13627,
10244,10,30,0.6666667,2.236581,1.977929,11.85629,9.182085,0.3046507,0.4056906,0.5879974,0.3861929,0.4238656,25.56379,0.5411557,0.6223396,3.957746,25.06517,
10264,10,29,0.6896552,2.22485,1.96857,11.85824,9.21675,0.3058552,0.4045276,0.589969,0.3856929,0.4070107,25.61246,0.5412065,0.6241086,3.931879,24.80824,
10284,10,29,0.6896552,2.22485,1.96857,11.85824,9.21675,0.3058552,0.4045276,0.589969,0.3856929,0.4070107,25.61246,0.5412065,0.6241086,3.931879,24.80824,
10304,10,24,0.75,2.231785,1.941123,12.0706,9.247141,0.3118303,0.4077695,0.5852991,0.387595,0.4172504,25.89515,0.5397927,0.6413522,3.926262,24.53642,
10324,10,24,0.75,2.231565,1.93841,12.07341,9.113175,0.3122699,0.4073182,0.587539,0.3865201,0.417293,25.85742,0.5389641,0.6341806,3.937092,24.47423,
10344,10,24,0.75,2.231565,1.93841,12.07341,9.113175,0.3122699,0.4073182,0.587539,0.3865201,0.417293,25.85742,0.5389641,0.6341806,3.937092,24.47423,
10364,10,24,0.75,2.231565,1.93841,12.07341,9.113175,0.3122699,0.4073182,0.587539,0.3865201,0.417293,25.85742,0.5389641,0.6341806,3.937092,24.47423,
10384,10,24,0.75,2.231565,1.93841,12.07341,9.113175,0.3122699,0.4073182,0.587539,0.3865201,0.417293,25.85742,0.5389641,0.6341806,3.937092,24.47423,
10404,10,24,0.75,2.231565,1.93841,12.07341,9.113175,0.3122699,0.4073182,0.587539,0.3865201,0.417293,25.85742,0.5389641,0.6341806,3.937092,24.47423,
10424,10,25,0.72,2.220803,1.935975,12.00626,9.118719,0.3111424,0.4072666,0.585592,0.3841524,0.4147483,25.82213,0.5423307,0.63363,3.940466,24.48143,
10444,10,25,0.72,2.220803,1.935975,12.00626,9.118719,0.3111424,0.4072666,0.585592,0.3841524,0.4147483,25.82213,0.5423307,0.63363,3.940466,24.48143,
10464,10,24,0.7083333,2.217216,1.947518,12.02182,9.170189,0.3125962,0.4061057,0.5877718,0.3819173,0.4167469,25.78825,0.5421692,0.6396701,3.941537,24.43383,
10484,10,24,0.7083333,2.217216,1.947518,12.02182,9.170189,0.3125962,0.4061057,0.5877718,0.3819173,0.4167469,25.78825,0.5421692,0.6396701,3.941537,24.43383,
10504,10,25,0.68,2.213299,1.935189,11.97259,9.148287,0.3110813,0.4058219,0.585937,0.3802034,0.4141929,25.93295,0.544625,0.6378727,3.964047,24.47836,
10524,10,27,0.7407407,2.213745,1.927714,11.84961,9.081889,0.3103161,0.4082018,0.5912985,0.3839189,0.4068332,26.06013,0.5433424,0.6356028,3.962745,24.51686,
10544,10,28,0.7142857,2.220641,1.922762,12.16494,9.083346,0.3165974,0.4073005,0.5906695,0.3837204,0.4241922,25.89031,0.5406158,0.6429267,3.944031,24.38935,
10564,11,29,0.6896552,2.246872,1.915964,12.53943,9.056285,0.3223248,0.4056586,0.5971636,0.3889093,0.4161054,25.89813,0.5380645,0.6494133,3.987795,24.38485,
10584,11,29,0.6551724,2.2413,1.92569,12.50538,9.163637,0.3228872,0.4040393,0.596053,0.391851,0.4185343,25.91064,0.5400847,0.6454526,3.964669,24.45106,
10604,11,30,0.6333333,2.242688,1.919273,12.4303,9.16238,0.3213046,0.4067407,0.5956253,0.3898358,0.4188284,26.02352,0.5418136,0.6432932,4.003893,24.49183,
10624,11,31,0.6129032,2.239739,1.91406,12.37132,9.230144,0.3199188,0.4041128,0.5914393,0.3931257,0.4154466,25.91138,0.5436838,0.6379603,4.007497,24.48855,
10644,11,32,0.625,2.239866,1.909508,12.24506,9.235606,0.3185735,0.4041663,0.5912219,0.3910352,0.4163796,26.07562,0.5464259,0.6357135,3.98352,24.51469,
10664,11,32,0.65625,2.240219,1.913645,12.26175,9.26847,0.318099,0.4019079,0.5903994,0.3933305,0.4321615,25.84275,0.5443057,0.63244,3.97522,24.62064,
10684,11,31,0.6774194,2.246991,1.922493,12.32027,9.172199,0.3190568,0.4017334,0.5908535,0.39037,0.4344204,25.85126,0.5432898,0.6269931,3.976233,24.70791,
10704,11,30,0.6666667,2.235279,1.931766,12.28206,9.236681,0.3195014,0.3992298,0.5929592,0.3917275,0.4160002,25.82172,0.5461146,0.629184,3.948435,24.55832,
10724,11,29,0.6896552,2.238176,1.93777,12.34,9.166806,0.3209206,0.40178,0.5973421,0.388276,0.4195177,25.93463,0.5442637,0.6343982,3.94267,24.56411,
10744,11,29,0.6896552,2.238176,1.93777,12.34,9.166806,0.3209206,0.40178,0.5973421,0.388276,0.4195177,25.93463,0.5442637,0.6343982,3.94267,24.56411,
10765,11,29,0.6896552,2.238176,1.93777,12.34,9.166806,0.3209206,0.40178,0.5973421,0.388276,0.4195177,25.93463,0.5442637,0.6343982,3.94267,24.56411,
10785,11,29,0.6896552,2.238176,1.93777,12.34,9.166806,0.3209206,0.40178,0.5973421,0.388276,0.4195177,25.93463,0.5442637,0.6343982,3.94267,24.56411,
10805,11,29,0.6551724,2.229532,1.947701,11.95776,9.156977,0.3121746,0.4015332,0.5989613,0.3913411,0.4000736,25.88776,0.5449923,0.624782,3.95826,24.6803,
10825,11,28,0.6785714,2.227625,1.955362,12.01864,9.158088,0.3134876,0.3985493,0.5995234,0.3934821,0.3990991,25.766,0.5433152,0.6263574,3.916005,24.64481,
10845,11,27,0.6666667,2.219775,1.965771,12.0588,9.173664,0.3147138,0.3985906,0.6000109,0.3897341,0.399686,25.78547,0.5428316,0.6272013,3.909033,24.74712,
10865,11,28,0.6428571,2.218057,1.974147,11.97625,9.144793,0.3131038,0.398625,0.5996596,0.3874916,0.3991145,25.83726,0.5424437,0.6238967,3.922619,24.75891,
10885,11,28,0.6428571,2.218057,1.974147,11.97625,9.144793,0.3131038,0.398625,0.5996596,0.3874916,0.3991145,25.83726,0.5424437,0.6238967,3.922619,24.75891,
10905,11,28,0.6428571,2.218057,1.974147,11.97625,9.144793,0.3131038,0.398625,0.5996596,0.3874916,0.3991145,25.83726,0.5424437,0.6238967,3.922619,24.75891,
10925,11,27,0.6296296,2.210543,1.984471,11.99021,9.171103,0.3138272,0.3990544,0.604412,0.3832227,0.404205,25.75841,0.5405934,0.6180938,3.922698,24.77138,
10945,11,28,0.6428571,2.207867,1.996707,11.89798,9.127225,0.3124465,0.3996265,0.6033264,0.3814436,0.4039778,25.67466,0.5399003,0.6152139,3.926319,24.73934,
10965,11,28,0.6428571,2.207867,1.996707,11.89798,9.127225,0.3124465,0.3996265,0.6033264,0.3814436,0.4039778,25.67466,0.5399003,0.6152139,3.926319,24.73934,
10985,11,30,0.6333333,2.202248,2.013318,11.88365,9.160148,0.3187673,0.3973214,0.5986422,0.3757645,0.3992028,25.49733,0.5426263,0.6107765,3.942531,24.55339,
11005,11,29,0.6551724,2.203302,2.006871,11.95732,9.187557,0.3204616,0.3972445,0.5989342,0.377448,0.3997379,25.43739,0.5429938,0.6134008,3.930568,24.53532,
11025,11,28,0.6428571,2.2059,2.01527,11.97989,9.170174,0.3226375,0.3997624,0.6019112,0.3761955,0.3833744,25.5618,0.5432536,0.6178084,3.919563,24.3781,
11045,11,28,0.6428571,2.2059,2.01527,11.97989,9.170174,0.3226375,0.3997624,0.6019112,0.3761955,0.3833744,25.5618,0.5432536,0.6178084,3.919563,24.3781,
11065,11,29,0.6551724,2.197953,2.024,12.00115,9.242114,0.3211666,0.4012455,0.6010484,0.3745411,0.383171,25.66058,0.5455197,0.6148446,3.930781,24.39701,
11085,11,29,0.6551724,2.197953,2.024,12.00115,9.242114,0.3211666,0.4012455,0.6010484,0.3745411,0.383171,25.66058,0.5455197,0.6148446,3.930781,24.39701,
11105,11,29,0.6551724,2.197953,2.024,12.00115,9.242114,0.3211666,0.4012455,0.6010484,0.3745411,0.383171,25.66058,0.5455197,0.6148446,3.930781,24.39701,
11125,11,29,0.6551724,2.197953,2.024,12.00115,9.242114,0.3211666,0.4012455,0.6010484,0.3745411,0.383171,25.66058,0.5455197,0.6148446,3.930781,24.39701,
11145,11,29,0.6551724,2.197953,2.024,12.00115,9.242114,0.3211666,0.4012455,0.6010484,0.3745411,0.383171,25.66058,0.5455197,0.6148446,3.930781,24.39701,
11165,11,27,0.6666667,2.200725,2.018303,12.10912,9.210811,0.3244009,0.4020506,0.6007957,0.3737012,0.3888353,25.78319,0.5463367,0.625241,3.942286,24.27326,
11185,11,27,0.6666667,2.200725,2.018303,12.10912,9.210811,0.3244009,0.4020506,0.6007957,0.3737012,0.3888353,25.78319,0.5463367,0.625241,3.942286,24.27326,
11205,11,27,0.6666667,2.200725,2.018303,12.10912,9.210811,0.3244009,0.4020506,0.6007957,0.3737012,0.3888353,25.78319,0.5463367,0.625241,3.942286,24.27326,
11225,11,26,0.6923077,2.187206,2.026728,12.13165,9.227898,0.3265729,0.4030094,0.6017063,0.3693085,0.3943774,25.63438,0.5442124,0.6257254,3.908704,24.26781,
11245,11,25,0.68,2.187294,2.017901,12.2226,9.26633,0.3273248,0.403479,0.5975859,0.3697677,0.3984031,25.22782,0.5449932,0.6280155,3.894923,24.27546,
