TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
30392,18,47,0.7021276,1.423076,2.753545,12.38816,6.526055,0.2708586,0.2840451,0.5377694,0.3063897,0.2924017,23.37427,0.6091299,0.5685049,3.316779,22.34771,
30412,18,48,0.6875,1.418077,2.765199,12.28195,6.515341,0.272128,0.2825517,0.5390538,0.3041276,0.2920522,23.38584,0.6129091,0.5668276,3.371141,22.35149,
30432,18,48,0.6875,1.418077,2.765199,12.28195,6.515341,0.272128,0.2825517,0.5390538,0.3041276,0.2920522,23.38584,0.6129091,0.5668276,3.371141,22.35149,
30452,18,47,0.680851,1.421233,2.768651,12.27123,6.484346,0.2730263,0.2796241,0.5399294,0.3034999,0.2909415,23.29749,0.6144065,0.5662065,3.388978,22.39823,
30472,18,46,0.6956522,1.414402,2.775632,12.21026,6.523963,0.2728269,0.278589,0.5405536,0.3039899,0.2909663,23.33868,0.6136267,0.5647349,3.419357,22.2928,
30492,18,47,0.680851,1.415196,2.7696,12.25937,6.535284,0.2721478,0.2785828,0.5393687,0.3053194,0.2896903,23.26065,0.61453,0.5644773,3.404949,22.29446,
30512,18,46,0.6739131,1.413773,2.775941,12.26663,6.499531,0.2712828,0.2774714,0.5396235,0.3043621,0.2906459,23.26224,0.6162356,0.5627454,3.417505,22.08978,
30533,18,46,0.6739131,1.413773,2.775941,12.26663,6.499531,0.2712828,0.2774714,0.5396235,0.3043621,0.2906459,23.26224,0.6162356,0.5627454,3.417505,22.08978,
30553,18,46,0.6956522,1.414271,2.773938,12.28233,6.444293,0.2711597,0.2764727,0.5387776,0.3049189,0.289028,23.26303,0.6180132,0.5616512,3.429201,22.14939,
30573,18,47,0.680851,1.409851,2.772352,12.28406,6.429806,0.2725417,0.2763023,0.5412046,0.3056836,0.2887983,23.31915,0.6197613,0.5615354,3.430308,22.16932,
30593,18,47,0.7021276,1.412899,2.773154,12.30591,6.405084,0.2717952,0.2767741,0.5388002,0.3048579,0.2887832,23.32211,0.6166031,0.5617368,3.407964,22.14559,
30613,18,48,0.7083333,1.408504,2.770073,12.32881,6.433978,0.2731129,0.2769499,0.5407109,0.3054714,0.2879705,23.34436,0.6190377,0.5611693,3.411037,22.15674,
30633,18,48,0.7083333,1.408504,2.770073,12.32881,6.433978,0.2731129,0.2769499,0.5407109,0.3054714,0.2879705,23.34436,0.6190377,0.5611693,3.411037,22.15674,
30653,18,47,0.7234042,1.407585,2.775986,12.28222,6.420742,0.273798,0.2769212,0.5418991,0.3041733,0.2891828,23.42251,0.6182495,0.5613509,3.425268,22.15217,
30673,18,48,0.7291667,1.407047,2.781955,12.35651,6.417503,0.2730686,0.2761821,0.5435604,0.3062406,0.2906738,23.45345,0.6192988,0.5662693,3.415567,22.19142,
30693,18,47,0.7446808,1.405328,2.786401,12.36622,6.40362,0.2736098,0.276101,0.5454326,0.3071805,0.2919417,23.49534,0.6182607,0.5661484,3.431741,22.21833,
30713,18,47,0.7446808,1.407954,2.780316,12.41575,6.418797,0.2748498,0.275277,0.5445737,0.308396,0.2916901,23.5651,0.6169983,0.5647966,3.433587,22.24476,
30733,18,47,0.7446808,1.407954,2.780316,12.41575,6.418797,0.2748498,0.275277,0.5445737,0.308396,0.2916901,23.5651,0.6169983,0.5647966,3.433587,22.24476,
30753,18,47,0.7446808,1.407954,2.780316,12.41575,6.418797,0.2748498,0.275277,0.5445737,0.308396,0.2916901,23.5651,0.6169983,0.5647966,3.433587,22.24476,
30773,18,49,0.7346939,1.406975,2.786111,12.3771,6.376959,0.274357,0.2747924,0.54724,0.3082343,0.292298,23.66245,0.6191925,0.5639512,3.474546,22.23751,
30793,18,48,0.7291667,1.407882,2.788948,12.36282,6.342386,0.2734754,0.2747928,0.5463349,0.3097249,0.2920194,23.56797,0.6192038,0.5646446,3.451527,22.26534,
30813,18,50,0.7,1.407526,2.795173,12.38948,6.35923,0.2724098,0.2758546,0.5441219,0.3115584,0.2933719,23.67252,0.6192446,0.5638664,3.470944,22.29771,
30833,18,50,0.7,1.406741,2.807466,12.36784,6.421346,0.2709845,0.2774082,0.544478,0.3124941,0.2952465,23.71766,0.6199036,0.564566,3.495053,22.36562,
30853,18,53,0.6981132,1.404315,2.814515,12.35184,6.408813,0.2710074,0.2766765,0.5428197,0.3137162,0.2962272,23.58989,0.6213439,0.5672657,3.501838,22.29693,
30873,18,54,0.6851852,1.401465,2.817526,12.37502,6.407921,0.2706401,0.2763665,0.5400865,0.3138234,0.2955392,23.51413,0.6204631,0.5643772,3.490487,22.33613,
30893,18,55,0.6727273,1.400564,2.817722,12.36819,6.403636,0.2699745,0.2753912,0.5375472,0.3144043,0.2961081,23.60044,0.6199278,0.5637208,3.501786,22.38796,
30913,18,54,0.6851852,1.397336,2.802231,12.39722,6.343443,0.2701739,0.2722533,0.5411096,0.3118535,0.2939728,23.51922,0.6186887,0.5610951,3.476442,22.42606,
30933,18,55,0.6909091,1.394803,2.805888,12.45229,6.318999,0.2689337,0.2732135,0.5412505,0.3107207,0.2945177,23.4812,0.6190334,0.5567573,3.494692,22.37493,
30953,18,55,0.6909091,1.394803,2.805888,12.45229,6.318999,0.2689337,0.2732135,0.5412505,0.3107207,0.2945177,23.4812,0.6190334,0.5567573,3.494692,22.37493,
30973,18,56,0.6964286,1.391504,2.799731,12.51575,6.330385,0.2687661,0.2726437,0.5424452,0.3097823,0.2944529,23.55331,0.6173338,0.5542929,3.486844,22.41011,
30993,18,56,0.7142857,1.387548,2.80205,12.61184,6.311357,0.2693964,0.2745074,0.5457995,0.3090367,0.2945752,23.59839,0.6184505,0.5528175,3.491728,22.30416,
31013,18,56,0.6964286,1.380738,2.800528,12.65401,6.294631,0.2699258,0.2755892,0.5437636,0.30987,0.2934025,23.59095,0.6201315,0.5530439,3.522738,22.40657,
31033,18,53,0.7358491,1.380583,2.809597,12.6627,6.281667,0.271114,0.2765853,0.5471239,0.3095155,0.2939822,23.66135,0.6190601,0.551606,3.555862,22.48692,
31053,18,51,0.7647059,1.385598,2.809244,12.65543,6.314457,0.2719322,0.2755265,0.5446398,0.3129971,0.2941298,23.70265,0.6216007,0.5529801,3.544825,22.6104,
31073,18,52,0.7692308,1.382798,2.804952,12.63322,6.289283,0.27149,0.2756002,0.5426597,0.311875,0.2934548,23.62478,0.6205038,0.5530035,3.537088,22.68661,
31093,18,49,0.7755102,1.37484,2.79846,12.61312,6.322172,0.2710341,0.2783901,0.5435274,0.3128316,0.2930366,23.56596,0.6217887,0.5564799,3.530939,22.70713,
31113,18,49,0.7755102,1.37484,2.79846,12.61312,6.322172,0.2710341,0.2783901,0.5435274,0.3128316,0.2930366,23.56596,0.6217887,0.5564799,3.530939,22.70713,
31133,18,49,0.7755102,1.375874,2.819687,12.61973,6.323844,0.2712899,0.2826607,0.5457213,0.3138607,0.2931833,23.45136,0.6189364,0.562133,3.500417,22.76724,
31153,18,49,0.755102,1.3722,2.831009,12.62447,6.300363,0.272278,0.2818747,0.5475042,0.3134745,0.2949195,23.50483,0.6189591,0.5640751,3.481266,22.76094,
31173,18,50,0.76,1.373584,2.850911,12.58998,6.297032,0.2725608,0.2848859,0.5489838,0.3118147,0.2954099,23.49688,0.6167564,0.5632023,3.499609,22.68863,
31193,18,49,0.755102,1.377087,2.855515,12.57335,6.266522,0.2712857,0.2848793,0.5473199,0.3113557,0.2963413,23.47865,0.6143746,0.5637882,3.498469,22.6888,
31213,18,49,0.755102,1.377087,2.855515,12.57335,6.266522,0.2712857,0.2848793,0.5473199,0.3113557,0.2963413,23.47865,0.6143746,0.5637882,3.498469,22.6888,
31233,18,50,0.74,1.374031,2.871184,12.59148,6.321154,0.271033,0.2833778,0.5472362,0.3098418,0.295408,23.4805,0.6126469,0.5655429,3.479153,22.71709,
31253,18,51,0.7254902,1.374914,2.867139,12.54201,6.314129,0.2723807,0.2832894,0.55011,0.310856,0.2959746,23.41569,0.6132883,0.5649164,3.488444,22.72887,
31273,18,52,0.7307692,1.37751,2.868839,12.54811,6.319404,0.2726683,0.2855772,0.5534817,0.3085924,0.29652,23.29222,0.6146415,0.5629996,3.492511,22.67739,
31293,18,54,0.7407407,1.376443,2.850196,12.44121,6.299619,0.2740294,0.287697,0.5527152,0.3101725,0.2977778,23.24224,0.6165887,0.5634691,3.473762,22.58084,
31313,18,53,0.7358491,1.375705,2.851783,12.4973,6.314991,0.2737892,0.2887484,0.5523434,0.3109925,0.2977445,23.26775,0.6174713,0.564294,3.484756,22.63501,
31333,18,52,0.7307692,1.373388,2.855727,12.52632,6.292091,0.273855,0.2895457,0.5539332,0.3117969,0.2989636,23.26619,0.6162406,0.5616224,3.497248,22.69603,
31353,18,52,0.7307692,1.373388,2.855727,12.52632,6.292091,0.273855,0.2895457,0.5539332,0.3117969,0.2989636,23.26619,0.6162406,0.5616224,3.497248,22.69603,
31373,18,54,0.7222222,1.377679,2.839419,12.44153,6.294148,0.2746567,0.2872267,0.5540065,0.3137074,0.2994394,23.25632,0.6164944,0.5603003,3.48299,22.74814,
31393,18,54,0.7222222,1.377679,2.839419,12.44153,6.294148,0.2746567,0.2872267,0.5540065,0.3137074,0.2994394,23.25632,0.6164944,0.5603003,3.48299,22.74814,
31413,18,55,0.7090909,1.380296,2.817071,12.37413,6.30827,0.274125,0.2833631,0.5511917,0.3137474,0.2981237,23.31888,0.6158448,0.5611051,3.474372,22.68475,
31433,18,57,0.6842105,1.383949,2.807621,12.32172,6.294435,0.2748197,0.2854299,0.5520173,0.3118968,0.2979409,23.28364,0.6149709,0.5585421,3.468426,22.81355,
31453,18,57,0.6842105,1.387229,2.808387,12.32721,6.296107,0.2751685,0.2882665,0.5496041,0.310484,0.2985142,23.29445,0.6145349,0.5569682,3.449298,22.88757,
31473,18,56,0.6785714,1.386957,2.811232,12.32043,6.290034,0.2757639,0.288492,0.5484985,0.3115523,0.2998537,23.33199,0.6150714,0.5563487,3.456003,22.95448,
31493,18,55,0.6727273,1.387506,2.812941,12.35056,6.274954,0.275764,0.288808,0.548667,0.3118285,0.2995302,23.36639,0.6151361,0.5563884,3.446067,22.99205,
31513,18,53,0.6981132,1.384119,2.814826,12.39095,6.274857,0.2763037,0.284246,0.5481203,0.3137924,0.2980751,23.39013,0.6154209,0.5585371,3.424494,22.99636,
31533,18,54,0.7037037,1.382358,2.819753,12.38838,6.261323,0.276002,0.2831769,0.5469396,0.3128564,0.298393,23.47629,0.6146933,0.5577016,3.420683,23.03422,
31553,18,53,0.6981132,1.381737,2.82077,12.41103,6.275172,0.2760184,0.2841671,0.5474141,0.3119224,0.2980995,23.52015,0.6135824,0.557686,3.396961,23.0964,
31573,18,52,0.6923077,1.379134,2.806881,12.38394,6.265716,0.276953,0.2821703,0.5475886,0.3123094,0.2979098,23.3588,0.6117197,0.5580632,3.39745,23.02535,
31593,18,51,0.6862745,1.379129,2.807358,12.39272,6.267668,0.2778033,0.2799327,0.5461535,0.3128969,0.2969482,23.36972,0.6107831,0.5573502,3.403948,23.08682,
31613,18,51,0.6862745,1.384271,2.823016,12.45879,6.288755,0.2776771,0.2810069,0.5440468,0.3141912,0.2972172,23.36144,0.6098456,0.5565648,3.377454,23.20683,
31633,18,52,0.6730769,1.387087,2.815362,12.47089,6.280785,0.2781593,0.2816072,0.542837,0.3152919,0.2973099,23.35227,0.6096783,0.5555414,3.373273,23.18066,
31653,18,53,0.6603774,1.388556,2.807444,12.47183,6.280406,0.2783734,0.2823457,0.5417133,0.3165321,0.2971557,23.44732,0.6100184,0.5539844,3.371281,23.16399,
31673,18,53,0.6415094,1.388129,2.808262,12.48524,6.26762,0.2772585,0.2817238,0.5419458,0.3153706,0.2990045,23.49704,0.6101373,0.5540187,3.375553,23.23699,
31693,18,53,0.6415094,1.385056,2.791378,12.38438,6.271911,0.2777264,0.2826072,0.5440186,0.3139704,0.2982861,23.59782,0.6077833,0.5574482,3.363343,23.22141,
31713,18,54,0.6481481,1.384302,2.794414,12.36883,6.277603,0.2767866,0.2812672,0.5452785,0.3129901,0.298436,23.5064,0.6078417,0.5564411,3.36264,23.15176,
31733,18,52,0.6346154,1.383418,2.784419,12.38615,6.252596,0.2771622,0.2819236,0.5484721,0.3150254,0.3003937,23.53323,0.6076213,0.5541562,3.365791,23.29136,
31753,19,54,0.6111111,1.38017,2.783977,12.35483,6.245588,0.2772804,0.2801701,0.5451046,0.3153553,0.2989064,23.53481,0.6065232,0.551173,3.347883,23.30597,
31773,19,53,0.6226415,1.383173,2.784582,12.2809,6.272825,0.2767419,0.2800381,0.5465475,0.3156609,0.2998584,23.51757,0.6056439,0.55094,3.323822,23.21239,
31793,19,55,0.6363636,1.385593,2.781352,12.30038,6.261334,0.277054,0.27955,0.5452612,0.3162698,0.2998669,23.55228,0.6052971,0.5484537,3.304652,23.24768,
31813,19,53,0.6603774,1.383968,2.77902,12.34848,6.270234,0.2764373,0.2794779,0.5437266,0.3167185,0.2990188,23.5691,0.6060177,0.5481776,3.29066,23.19941,
31833,19,52,0.6538461,1.376942,2.792419,12.31688,6.298504,0.2736539,0.2820586,0.545473,0.3188809,0.2973973,23.64769,0.6090686,0.5514067,3.314437,23.27518,
31853,19,50,0.66,1.380684,2.800163,12.3054,6.319234,0.2711129,0.2835326,0.5438575,0.3181997,0.2972992,23.60348,0.606743,0.5524588,3.288551,23.32208,
31873,19,50,0.66,1.380684,2.800163,12.3054,6.319234,0.2711129,0.2835326,0.5438575,0.3181997,0.2972992,23.60348,0.606743,0.5524588,3.288551,23.32208,
31893,19,49,0.6530612,1.380176,2.809339,12.37557,6.345953,0.2724692,0.2838505,0.5413153,0.3186063,0.2964551,23.65554,0.6057122,0.550982,3.265357,23.36229,
31913,19,48,0.6666667,1.379908,2.817431,12.41175,6.356851,0.2708372,0.284025,0.5424511,0.3175173,0.2961924,23.7388,0.6053458,0.5529521,3.26849,23.36865,
31933,19,49,0.6530612,1.378374,2.817809,12.40167,6.333737,0.2708968,0.2830102,0.5406842,0.317686,0.2960275,23.83003,0.6053088,0.5522646,3.263764,23.38621,
31953,19,48,0.6458333,1.374133,2.819809,12.421,6.329027,0.2713128,0.2835567,0.5432337,0.3171338,0.2959207,23.76452,0.6040226,0.5511762,3.26773,23.36165,
31973,19,49,0.6530612,1.37484,2.832508,12.42645,6.325251,0.2709955,0.2864744,0.5435977,0.3186094,0.2943182,23.77052,0.602751,0.5565851,3.264627,23.29465,
31993,19,50,0.66,1.375165,2.832914,12.40593,6.327999,0.2708424,0.2857263,0.5425349,0.3190508,0.2952825,23.74646,0.6031637,0.5558062,3.261094,23.32573,
32013,19,49,0.6530612,1.370929,2.843533,12.43219,6.336266,0.2689807,0.2871038,0.5440893,0.3182329,0.2948668,23.77907,0.6034742,0.5575538,3.261003,23.36075,
32033,19,47,0.680851,1.370687,2.847663,12.49921,6.351656,0.268875,0.2887408,0.5406219,0.3184296,0.295524,23.73678,0.6017199,0.5596045,3.262606,23.28906,
32053,19,47,0.680851,1.370687,2.847663,12.49921,6.351656,0.268875,0.2887408,0.5406219,0.3184296,0.295524,23.73678,0.6017199,0.5596045,3.262606,23.28906,
32073,19,46,0.6956522,1.369995,2.858894,12.5658,6.350058,0.2694481,0.289659,0.5384575,0.3174806,0.2961348,23.72399,0.6016195,0.55975,3.269861,23.3489,
32093,19,44,0.7272727,1.370169,2.847654,12.58274,6.38277,0.2697032,0.287558,0.5376489,0.3153576,0.2956066,23.61936,0.6035609,0.5550844,3.278998,23.28798,
32113,19,44,0.7272727,1.370169,2.847654,12.58274,6.38277,0.2697032,0.287558,0.5376489,0.3153576,0.2956066,23.61936,0.6035609,0.5550844,3.278998,23.28798,
32133,19,44,0.7272727,1.370169,2.847654,12.58274,6.38277,0.2697032,0.287558,0.5376489,0.3153576,0.2956066,23.61936,0.6035609,0.5550844,3.278998,23.28798,
32153,19,44,0.7272727,1.370169,2.847654,12.58274,6.38277,0.2697032,0.287558,0.5376489,0.3153576,0.2956066,23.61936,0.6035609,0.5550844,3.278998,23.28798,
32173,19,45,0.7333333,1.371105,2.851631,12.59168,6.37677,0.2705102,0.2878077,0.536932,0.3169867,0.2952352,23.67643,0.604579,0.5544255,3.279911,23.27851,
32193,19,45,0.7555556,1.37385,2.840308,12.60159,6.407523,0.2696903,0.2887303,0.5365544,0.3162067,0.2937858,23.61195,0.6042442,0.5548083,3.28643,23.17657,
32213,19,44,0.7727273,1.371779,2.850414,12.60343,6.410861,0.2692399,0.2880028,0.5377651,0.3147335,0.2938915,23.50336,0.6037111,0.556667,3.286856,23.19655,
32233,19,44,0.7727273,1.371779,2.850414,12.60343,6.410861,0.2692399,0.2880028,0.5377651,0.3147335,0.2938915,23.50336,0.6037111,0.556667,3.286856,23.19655,
32253,19,43,0.7674419,1.371798,2.848131,12.61727,6.415029,0.2695972,0.2850582,0.5353996,0.3156378,0.2927221,23.51357,0.6023016,0.5562119,3.26209,23.13372,
32273,19,43,0.7674419,1.371798,2.848131,12.61727,6.415029,0.2695972,0.2850582,0.5353996,0.3156378,0.2927221,23.51357,0.6023016,0.5562119,3.26209,23.13372,
32293,19,43,0.7674419,1.371798,2.848131,12.61727,6.415029,0.2695972,0.2850582,0.5353996,0.3156378,0.2927221,23.51357,0.6023016,0.5562119,3.26209,23.13372,
32313,19,44,0.7727273,1.375454,2.845249,12.67916,6.381683,0.2694283,0.2871085,0.5380821,0.3146034,0.2936318,23.44118,0.6039262,0.5555773,3.259931,23.07117,
32333,19,46,0.7608696,1.377803,2.845707,12.65903,6.366352,0.2699393,0.2883982,0.5363047,0.3149138,0.2937567,23.64414,0.6041595,0.5542894,3.261088,23.14831,
32353,19,46,0.7826087,1.378339,2.850243,12.59187,6.362058,0.2689999,0.2845588,0.5332083,0.3134636,0.2926692,23.49862,0.6059223,0.551304,3.285872,23.20877,
32373,19,46,0.7826087,1.378339,2.850243,12.59187,6.362058,0.2689999,0.2845588,0.5332083,0.3134636,0.2926692,23.49862,0.6059223,0.551304,3.285872,23.20877,
32393,19,47,0.7659575,1.377209,2.865848,12.63647,6.352707,0.2689117,0.2879117,0.5331596,0.31451,0.2939628,23.53381,0.6070616,0.5517291,3.281571,23.14746,
32413,19,48,0.7708333,1.374796,2.875359,12.64918,6.372659,0.2705546,0.2840377,0.5343912,0.3126611,0.2936176,23.65037,0.6073892,0.5503864,3.280108,23.24153,
32433,19,49,0.755102,1.372843,2.865439,12.68234,6.359054,0.2702929,0.2869135,0.5346247,0.3135876,0.2926695,23.65491,0.6080277,0.5515001,3.274874,23.18686,
32453,19,49,0.755102,1.372444,2.840389,12.68596,6.384693,0.2702309,0.2830149,0.5368323,0.3114038,0.2914237,23.637,0.604739,0.552827,3.273281,23.25801,
32473,19,50,0.74,1.373754,2.839561,12.72762,6.435011,0.2697408,0.2830459,0.5366297,0.3123325,0.2913736,23.65333,0.6036655,0.5570762,3.277202,23.29965,
32493,19,52,0.7115384,1.372818,2.834434,12.77831,6.435686,0.2696956,0.2837745,0.5392557,0.3136251,0.2914662,23.67447,0.6027302,0.5616847,3.276137,23.25538,
32513,19,52,0.7115384,1.372818,2.834434,12.77831,6.435686,0.2696956,0.2837745,0.5392557,0.3136251,0.2914662,23.67447,0.6027302,0.5616847,3.276137,23.25538,
32533,19,55,0.7272727,1.371197,2.83724,12.86106,6.440334,0.2704531,0.2840658,0.5371256,0.3163762,0.289828,23.5917,0.6004639,0.5588576,3.266645,23.16184,
32553,19,57,0.7368421,1.370998,2.833804,12.88145,6.417088,0.2704069,0.282738,0.5373027,0.3176668,0.2900615,23.61365,0.5988609,0.5590108,3.258222,23.20614,
32573,19,55,0.7636364,1.373164,2.844812,12.90594,6.418047,0.2707921,0.2813748,0.5382144,0.3172153,0.2914765,23.67859,0.5999926,0.557575,3.266286,23.21546,
32593,19,55,0.7636364,1.373164,2.844812,12.90594,6.418047,0.2707921,0.2813748,0.5382144,0.3172153,0.2914765,23.67859,0.5999926,0.557575,3.266286,23.21546,
32613,19,56,0.7857143,1.375677,2.849401,12.85365,6.421195,0.2699354,0.2819806,0.536376,0.3168582,0.2914493,23.65729,0.6014415,0.5564743,3.27211,23.26009,
32633,19,56,0.7857143,1.375677,2.849401,12.85365,6.421195,0.2699354,0.2819806,0.536376,0.3168582,0.2914493,23.65729,0.6014415,0.5564743,3.27211,23.26009,
32653,19,56,0.7857143,1.375677,2.849401,12.85365,6.421195,0.2699354,0.2819806,0.536376,0.3168582,0.2914493,23.65729,0.6014415,0.5564743,3.27211,23.26009,
32673,19,55,0.8,1.377906,2.84948,12.87676,6.417949,0.2706108,0.282544,0.5332204,0.3164273,0.2913861,23.5816,0.5999613,0.5573069,3.26901,23.22952,
32693,19,54,0.8148148,1.379736,2.858002,12.85088,6.431133,0.2708493,0.2799068,0.5329868,0.3156564,0.2922051,23.57621,0.5992443,0.5564244,3.273553,23.2789,
32713,19,53,0.8301887,1.380872,2.855606,12.81846,6.433123,0.2701769,0.2808235,0.5321106,0.316096,0.2919827,23.60969,0.5998701,0.557191,3.274149,23.26743,
32733,19,53,0.8301887,1.380872,2.855606,12.81846,6.433123,0.2701769,0.2808235,0.5321106,0.316096,0.2919827,23.60969,0.5998701,0.557191,3.274149,23.26743,
32753,19,53,0.8113208,1.377825,2.854752,12.83634,6.439218,0.2707117,0.2810212,0.5316072,0.3178517,0.2935092,23.61163,0.6005995,0.5565552,3.277896,23.27118,
32773,19,53,0.8113208,1.377825,2.854752,12.83634,6.439218,0.2707117,0.2810212,0.5316072,0.3178517,0.2935092,23.61163,0.6005995,0.5565552,3.277896,23.27118,
32793,19,53,0.8301887,1.377522,2.862092,12.84092,6.498216,0.2704704,0.283103,0.5306491,0.3195192,0.293284,23.57056,0.5997351,0.5603605,3.284651,23.19848,
32813,19,51,0.8627451,1.380193,2.856052,12.78445,6.507955,0.2713177,0.2841928,0.5311052,0.3189742,0.2936284,23.61551,0.6016084,0.5582705,3.291718,23.13212,
32833,19,49,0.877551,1.377349,2.848425,12.83345,6.464953,0.2720043,0.2861108,0.5318375,0.3198323,0.2929627,23.65057,0.59997,0.5599529,3.297209,23.17621,
32853,19,47,0.893617,1.374539,2.861772,12.8641,6.366546,0.2720366,0.2858185,0.5330767,0.3201087,0.2899227,23.61603,0.5970864,0.562245,3.270561,23.28547,
32873,19,46,0.8913044,1.375196,2.859738,12.89277,6.361921,0.2730162,0.2874613,0.5313599,0.321393,0.289565,23.72375,0.5967853,0.5635315,3.26937,23.36863,
32893,19,47,0.893617,1.371716,2.872088,12.91515,6.367871,0.2733046,0.287069,0.5307471,0.3218669,0.2906226,23.60634,0.5978125,0.563538,3.258454,23.36629,
32913,19,48,0.875,1.371547,2.873238,12.93517,6.423473,0.2728191,0.2892507,0.5305796,0.32323,0.2906264,23.62023,0.5968908,0.5685608,3.255073,23.3926,
32933,19,49,0.8979592,1.366719,2.888701,13.00107,6.44261,0.2720414,0.2893586,0.5279887,0.3240456,0.291203,23.70979,0.5951262,0.5691679,3.249794,23.41475,
32953,19,49,0.8979592,1.366719,2.888701,13.00107,6.44261,0.2720414,0.2893586,0.5279887,0.3240456,0.291203,23.70979,0.5951262,0.5691679,3.249794,23.41475,
32973,19,46,0.9347826,1.368643,2.873158,12.94171,6.392571,0.2717194,0.2903301,0.5303858,0.323245,0.2894623,23.55281,0.593542,0.566258,3.245782,23.29374,
32993,19,46,0.9347826,1.368643,2.873158,12.94171,6.392571,0.2717194,0.2903301,0.5303858,0.323245,0.2894623,23.55281,0.593542,0.566258,3.245782,23.29374,
33013,19,46,0.9347826,1.368643,2.873158,12.94171,6.392571,0.2717194,0.2903301,0.5303858,0.323245,0.2894623,23.55281,0.593542,0.566258,3.245782,23.29374,
33033,19,45,0.9333333,1.369155,2.879858,12.89387,6.417495,0.2707496,0.2887473,0.5279701,0.3257204,0.2889093,23.59583,0.592259,0.5678093,3.25207,23.35684,
33053,19,42,0.952381,1.367363,2.881167,12.97732,6.364753,0.2723597,0.2896217,0.5320842,0.3249547,0.2889182,23.70141,0.592212,0.5661419,3.207139,23.35769,
33073,19,42,0.952381,1.367363,2.881167,12.97732,6.364753,0.2723597,0.2896217,0.5320842,0.3249547,0.2889182,23.70141,0.592212,0.5661419,3.207139,23.35769,
33093,19,43,0.9302326,1.369988,2.889876,12.99766,6.36228,0.2726105,0.2903247,0.5313051,0.326657,0.2886536,23.81167,0.5937467,0.5659206,3.201709,23.40458,
33113,19,42,0.9285714,1.372976,2.890691,12.98304,6.359296,0.2724027,0.2907073,0.5339845,0.3261277,0.2891174,23.92204,0.5945825,0.5665135,3.209083,23.38304,
33133,19,41,0.9268293,1.369362,2.889863,13.19947,6.383641,0.2713845,0.2935755,0.5326014,0.3267219,0.2908781,24.12106,0.5923462,0.5682861,3.214068,23.40937,
33153,19,41,0.9268293,1.369362,2.889863,13.19947,6.383641,0.2713845,0.2935755,0.5326014,0.3267219,0.2908781,24.12106,0.5923462,0.5682861,3.214068,23.40937,
33173,19,41,0.9268293,1.369362,2.889863,13.19947,6.383641,0.2713845,0.2935755,0.5326014,0.3267219,0.2908781,24.12106,0.5923462,0.5682861,3.214068,23.40937,
33193,19,41,0.9268293,1.369362,2.889863,13.19947,6.383641,0.2713845,0.2935755,0.5326014,0.3267219,0.2908781,24.12106,0.5923462,0.5682861,3.214068,23.40937,
33213,19,42,0.9047619,1.368463,2.897113,13.23558,6.358465,0.2713689,0.291916,0.531113,0.3273476,0.29032,24.1594,0.5931507,0.5678295,3.20601,23.35672,
33233,19,43,0.8837209,1.368058,2.889763,13.29362,6.329426,0.2708744,0.2903777,0.5329114,0.3280818,0.2901461,24.20251,0.5944808,0.5663763,3.200759,23.28493,
33253,19,42,0.8809524,1.366788,2.881147,13.30529,6.323944,0.270815,0.2902152,0.534327,0.3285209,0.2904879,24.23067,0.5954678,0.5665645,3.207009,23.2735,
33273,19,43,0.8604651,1.369558,2.875608,13.3158,6.314952,0.2710537,0.2892751,0.5334041,0.3284449,0.2902065,24.37082,0.5965156,0.5666004,3.202136,23.44342,
33293,19,42,0.8571429,1.368857,2.874395,13.35468,6.317614,0.2723967,0.2910205,0.5320804,0.3282084,0.2919627,24.48066,0.5968596,0.5686667,3.202491,23.53862,
33313,19,44,0.8636364,1.370242,2.861059,13.42573,6.28505,0.2711459,0.2917079,0.5348299,0.3312988,0.2920607,24.456,0.6002538,0.5674157,3.196638,23.49913,
33333,19,44,0.8636364,1.370242,2.861059,13.42573,6.28505,0.2711459,0.2917079,0.5348299,0.3312988,0.2920607,24.456,0.6002538,0.5674157,3.196638,23.49913,
33353,19,44,0.8636364,1.370242,2.861059,13.42573,6.28505,0.2711459,0.2917079,0.5348299,0.3312988,0.2920607,24.456,0.6002538,0.5674157,3.196638,23.49913,
33373,19,44,0.8636364,1.370242,2.861059,13.42573,6.28505,0.2711459,0.2917079,0.5348299,0.3312988,0.2920607,24.456,0.6002538,0.5674157,3.196638,23.49913,
33393,19,43,0.8837209,1.371141,2.853308,13.39573,6.307349,0.2711556,0.2932853,0.5363355,0.330794,0.2926333,24.42634,0.599652,0.5678414,3.204104,23.55264,
33413,19,43,0.8837209,1.371141,2.853308,13.39573,6.307349,0.2711556,0.2932853,0.5363355,0.330794,0.2926333,24.42634,0.599652,0.5678414,3.204104,23.55264,
33433,19,44,0.8636364,1.370654,2.850939,13.4257,6.271279,0.2701461,0.295227,0.5396419,0.3316036,0.2926968,24.46404,0.6006873,0.5657998,3.198397,23.47888,
