TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,VA_BOOST_LIKELIHOOD,VA_BOOST_STRENGTH,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
14150,21,1181,0.745978,1.172167,0.9614664,1.258902,5.602792,0,0.105291,0.06737856,0.3107274,0.4197443,0.5496153,0.7725879,7.104557,0.5523027,0.05360013,6.428044,8.813362,
14170,21,1173,0.7527707,1.173114,0.9599738,1.257722,5.624008,0,0.1053048,0.06723171,0.3126479,0.4198813,0.5479178,0.7737668,7.115158,0.551726,0.05299195,6.362054,8.809979,
14190,21,1156,0.7569204,1.174288,0.9580093,1.254455,5.623895,0,0.1055559,0.06694463,0.3139958,0.4153531,0.5482435,0.774376,7.122428,0.5513836,0.05305352,6.298073,8.815542,
14210,21,1149,0.7606614,1.173419,0.9588813,1.252553,5.614042,0,0.1051261,0.06717201,0.3140302,0.417631,0.5517319,0.7745959,7.142673,0.5509357,0.05298164,6.304784,8.78438,
14230,21,1138,0.7636204,1.171173,0.9569333,1.248493,5.602843,0,0.1046004,0.06836537,0.311998,0.4189208,0.5506884,0.7760488,7.180268,0.5505121,0.05317709,6.258167,8.687464,
14250,21,1133,0.7652251,1.169099,0.9553952,1.244199,5.57621,0,0.1042577,0.06909411,0.3102721,0.4171715,0.5518635,0.7767479,7.189095,0.5501369,0.053029,6.195332,8.696292,
14270,21,1117,0.7663384,1.170571,0.9538667,1.241977,5.568266,0,0.1050714,0.06869975,0.3105352,0.416015,0.5530064,0.778255,7.211365,0.5481896,0.05335467,6.197165,8.711162,
14290,21,1098,0.7732241,1.169953,0.9529793,1.237636,5.526351,0,0.1055452,0.06872012,0.3072639,0.4159988,0.5552633,0.7783801,7.183116,0.5483559,0.05376028,6.120252,8.681213,
14310,21,1061,0.7832234,1.166269,0.9530591,1.23184,5.532724,0,0.105558,0.06915633,0.3078321,0.4158661,0.5513741,0.7785981,7.188555,0.548375,0.05425768,6.09281,8.684255,
14330,21,1057,0.7871334,1.162947,0.9526062,1.228921,5.520473,0,0.1061436,0.06930858,0.3067481,0.4174803,0.5544344,0.7765572,7.176932,0.5504624,0.05438966,6.084536,8.655685,
14350,21,1048,0.7910305,1.159976,0.9515162,1.222334,5.519226,0,0.1061404,0.06945673,0.3052754,0.4228446,0.5566701,0.7760483,7.189415,0.5509675,0.05468331,6.064998,8.586341,
14370,22,1066,0.7767355,1.162486,0.9514796,1.221785,5.510676,0,0.105909,0.06916767,0.3039536,0.4271799,0.5576743,0.7752407,7.166621,0.5519765,0.05510156,6.05915,8.601554,
14390,22,1083,0.7682364,1.162025,0.9508339,1.225724,5.526435,0,0.1059411,0.06920349,0.3032269,0.4291084,0.5596122,0.7729393,7.150911,0.5523213,0.05523814,6.031327,8.665199,
14410,22,1085,0.7631336,1.163153,0.9495771,1.228507,5.518983,0,0.1061886,0.06945594,0.3039705,0.4300399,0.5591741,0.7748836,7.147007,0.5549435,0.05540226,6.053844,8.680236,
14430,22,1088,0.7536765,1.161008,0.9475254,1.225154,5.518334,0,0.1059778,0.06936252,0.3007637,0.4276007,0.5585266,0.7737996,7.129923,0.5583378,0.0553888,6.095633,8.680858,
14450,22,1103,0.75068,1.158615,0.9461103,1.230604,5.498969,0,0.1056522,0.06943987,0.3017605,0.4292146,0.5608698,0.7725673,7.118204,0.5576229,0.05516142,6.101012,8.685361,
14470,22,1117,0.7385855,1.157392,0.9464172,1.228805,5.48338,0,0.1054664,0.07000758,0.3011748,0.4325199,0.5586571,0.7730244,7.163523,0.5572618,0.05501026,6.110664,8.640704,
14490,22,1127,0.7338066,1.154695,0.9468772,1.228978,5.46712,0,0.1053573,0.07061995,0.3008727,0.4338773,0.558481,0.7714985,7.166622,0.5558924,0.05488115,6.118085,8.678029,
14510,22,1137,0.7229552,1.15076,0.946238,1.232115,5.463023,0,0.1052745,0.07053759,0.2995736,0.4363284,0.5600832,0.771533,7.141465,0.5549292,0.05495853,6.111066,8.658223,
14530,22,1131,0.7223696,1.146581,0.9460054,1.228455,5.480884,0,0.1049867,0.06983481,0.302476,0.4378152,0.5614794,0.772822,7.124382,0.5554186,0.05475841,6.089583,8.678122,
14550,22,1145,0.7117904,1.13957,0.9487383,1.228109,5.481019,0,0.1048652,0.06931668,0.3064219,0.4403087,0.5585817,0.7717419,7.12501,0.5564751,0.05489988,6.078746,8.627647,
14570,22,1146,0.7111693,1.134693,0.9509138,1.227972,5.482973,0,0.1049311,0.06897593,0.306833,0.4396447,0.5568681,0.7711961,7.118596,0.5566905,0.05523759,6.087035,8.580527,
14590,22,1151,0.7132928,1.132961,0.9518598,1.224586,5.48752,0,0.1044087,0.06915546,0.3064366,0.4351186,0.5547637,0.771904,7.102675,0.5577981,0.05457671,6.074534,8.582372,
14610,22,1176,0.7134354,1.134032,0.9530556,1.22664,5.476921,0,0.1041595,0.06906489,0.3046838,0.4356488,0.5599599,0.7701032,7.09674,0.5580446,0.05379204,6.061142,8.588796,
14630,22,1190,0.7159664,1.135365,0.9534077,1.2197,5.494081,0,0.1037267,0.06954552,0.3032956,0.4368543,0.5648176,0.7690076,7.085469,0.5581626,0.05323714,6.075958,8.601643,
14650,22,1186,0.7166948,1.135202,0.9536359,1.214173,5.504904,0,0.1037742,0.06931987,0.3009797,0.4355375,0.5673017,0.7686319,7.102703,0.5581085,0.05273448,6.068468,8.594271,
14670,22,1183,0.7117498,1.134954,0.9535446,1.209514,5.477845,0,0.1035193,0.06918016,0.2983545,0.4363911,0.5678966,0.7678325,7.131166,0.5582613,0.05253283,6.110631,8.603011,
14690,22,1183,0.7058326,1.130516,0.9554338,1.210438,5.409473,0,0.1031736,0.0691276,0.2973356,0.4389286,0.5709736,0.7678277,7.150715,0.5593457,0.05232518,6.099795,8.655411,
14711,23,1203,0.7040731,1.128423,0.9553873,1.209715,5.374176,0,0.1032581,0.06907409,0.2969182,0.4403624,0.5668899,0.7690636,7.14161,0.556673,0.05279639,6.078285,8.682494,
14731,23,1205,0.6962656,1.129025,0.9562998,1.205703,5.312423,0,0.103662,0.06874122,0.2974121,0.4400309,0.5624247,0.7714509,7.12903,0.5553626,0.05281731,6.069514,8.690169,
14751,23,1216,0.6825658,1.128966,0.9560422,1.202959,5.290562,0,0.1037404,0.06871276,0.2946365,0.4422335,0.5610607,0.7699887,7.11364,0.5553616,0.05276014,6.119768,8.648089,
14771,23,1215,0.6823045,1.125092,0.9567223,1.20228,5.265861,0,0.1035517,0.06873959,0.2921242,0.4417092,0.5582681,0.7689176,7.089247,0.5544052,0.05212195,6.128572,8.665871,
14791,23,1223,0.688471,1.120969,0.9567688,1.199509,5.260067,0,0.1034765,0.06907575,0.2929141,0.4410706,0.5600373,0.7675555,7.086905,0.5535817,0.05170012,6.161212,8.633143,
14811,23,1233,0.6885645,1.122182,0.9583971,1.199477,5.233471,0,0.1038386,0.06940676,0.2945061,0.4372711,0.5607353,0.7647846,7.067022,0.5533772,0.05178746,6.140451,8.602583,
14831,22,1250,0.6944,1.120319,0.9587892,1.204132,5.214998,0,0.1038649,0.06909181,0.2949924,0.4330691,0.5566739,0.7623652,7.050459,0.5541661,0.05180849,6.118438,8.585138,
14851,22,1252,0.6948882,1.119377,0.9601825,1.202329,5.191993,0,0.1040661,0.06879651,0.2930879,0.4317814,0.5536498,0.7613136,7.067733,0.5531423,0.05152415,6.084975,8.555832,
14871,22,1263,0.6967537,1.118108,0.9628558,1.204174,5.169651,0,0.1045286,0.06830096,0.2930217,0.4301922,0.5585495,0.7586551,7.028317,0.5533858,0.05178228,6.038776,8.560126,
14891,22,1256,0.6950637,1.116391,0.9625987,1.20546,5.162929,0,0.1041508,0.06811879,0.2928369,0.4300926,0.5573823,0.7580093,7.037647,0.5533097,0.05181661,6.039411,8.554497,
14911,22,1230,0.697561,1.114897,0.9619319,1.204743,5.142703,0,0.1036768,0.06814043,0.2935497,0.4311034,0.5607612,0.7580242,7.007132,0.5530527,0.0521045,6.059757,8.527262,
14931,22,1209,0.7096774,1.113616,0.9635989,1.206648,5.134463,0,0.1032901,0.06798834,0.2959907,0.4280794,0.5617416,0.758424,6.998808,0.5531108,0.05232321,6.040869,8.538997,
14951,22,1181,0.7129551,1.109846,0.9605505,1.204859,5.139809,0,0.103699,0.06719764,0.2976916,0.425801,0.5622507,0.7585739,7.000716,0.5526922,0.05267584,6.024586,8.584909,
14971,22,1173,0.716965,1.106938,0.9607947,1.20207,5.123412,0,0.1036474,0.06649332,0.2973549,0.4249092,0.5599485,0.757574,7.028088,0.554355,0.0519517,6.069616,8.607334,
14991,22,1198,0.7136895,1.10773,0.9590659,1.199724,5.106095,0,0.1037513,0.06654791,0.2970978,0.4274054,0.5600019,0.7565433,7.000918,0.5537582,0.05176789,6.108489,8.593774,
15011,22,1215,0.709465,1.109919,0.9595502,1.195804,5.11904,0,0.1040901,0.06602264,0.295904,0.4294105,0.5573348,0.7554144,6.993793,0.5547682,0.05159899,6.128978,8.612953,
15031,22,1218,0.7077176,1.113113,0.9572287,1.192407,5.112078,0,0.1037552,0.06592723,0.2950037,0.4298109,0.5571288,0.7563283,6.951492,0.5570778,0.05178577,6.122979,8.599818,
15051,22,1218,0.7085386,1.116561,0.9594857,1.19105,5.08704,0,0.1038375,0.0659916,0.2960681,0.4299408,0.5639638,0.7567,6.943298,0.558758,0.05172208,6.099216,8.568551,
15071,22,1208,0.7119206,1.117447,0.9567941,1.190658,5.089191,0,0.1033389,0.06579581,0.2967105,0.4295537,0.5625469,0.757948,6.958086,0.5598183,0.05144688,6.084276,8.553305,
15091,22,1201,0.7127394,1.114533,0.9565584,1.185443,5.100786,0,0.1031711,0.06605561,0.2971155,0.4306775,0.5615757,0.7583771,6.952608,0.558603,0.05143108,6.088026,8.533813,
15111,22,1185,0.7172996,1.116793,0.9555209,1.186112,5.087425,0,0.1031872,0.06618042,0.299474,0.4300129,0.5602036,0.7603247,6.940932,0.557348,0.05220036,6.054849,8.532813,
15131,22,1188,0.7171717,1.113671,0.9554799,1.187031,5.073843,0,0.103193,0.06537265,0.2974016,0.4298676,0.5623783,0.7603948,6.923358,0.557136,0.05125945,6.058339,8.468773,
15151,22,1183,0.7244294,1.113864,0.955957,1.184845,5.054558,0,0.1035187,0.06507452,0.2985411,0.4300026,0.5627691,0.7593282,6.945488,0.5565156,0.05148787,6.039389,8.441533,
15171,22,1169,0.72284,1.114958,0.9557082,1.183296,5.052683,0,0.1037696,0.06490124,0.2980939,0.4319196,0.5624726,0.7588046,6.947609,0.5554577,0.05199913,6.035909,8.444786,
15191,22,1138,0.7293497,1.118173,0.9539315,1.177103,5.054486,0,0.1038366,0.06514672,0.2972437,0.4332199,0.5597505,0.7601292,6.987638,0.5547189,0.052217,6.048796,8.521232,
15211,22,1118,0.7370304,1.115347,0.9526079,1.179102,5.027073,0,0.1036201,0.06497271,0.2966022,0.4358152,0.5582283,0.7605843,6.966968,0.5547497,0.05262463,6.078506,8.516763,
15231,22,1125,0.7315556,1.116266,0.953116,1.180771,4.982698,0,0.1033038,0.0649839,0.296812,0.4356486,0.5593167,0.7636564,6.964735,0.5543244,0.05268191,6.053994,8.517117,
15251,22,1143,0.735783,1.117991,0.9510355,1.177478,4.962265,0,0.1030319,0.06504749,0.2936384,0.4339136,0.5610137,0.7665586,6.949664,0.5553555,0.05229076,6.04255,8.501745,
15271,22,1162,0.7280551,1.11363,0.9492322,1.177438,4.92782,0,0.102533,0.06482738,0.2910137,0.4338092,0.5622587,0.7654016,6.940564,0.5564411,0.05205764,5.982947,8.482884,
15291,22,1204,0.7225913,1.108934,0.9496482,1.176166,4.91329,0,0.1023753,0.06417049,0.2909273,0.4313793,0.5598888,0.7663326,6.90107,0.5555397,0.05219661,6.00257,8.475731,
15311,22,1216,0.7195724,1.104956,0.9521511,1.17385,4.895395,0,0.1023903,0.06408459,0.2874424,0.4338244,0.5585135,0.7658043,6.886587,0.5567294,0.05204777,6.029997,8.445061,
15331,22,1233,0.7096512,1.103105,0.9521197,1.169626,4.862351,0,0.102295,0.06376395,0.2830094,0.4354903,0.5568771,0.7645788,6.855675,0.5587565,0.05209629,6.045138,8.462764,
15351,22,1250,0.708,1.104616,0.9518701,1.167893,4.845882,0,0.1020687,0.06371754,0.2815822,0.4370525,0.558371,0.762487,6.857773,0.5578426,0.05173399,6.026057,8.4589,
15371,22,1265,0.7051383,1.102217,0.9533681,1.167872,4.846586,0,0.1023866,0.06385703,0.2813294,0.4380367,0.5581483,0.7642722,6.85889,0.5565292,0.05188839,6.027133,8.478923,
15391,22,1292,0.6888545,1.104545,0.9533705,1.165832,4.854861,0,0.102171,0.06438434,0.2810922,0.4445077,0.557879,0.7625877,6.859795,0.5569235,0.05159168,6.066348,8.495191,
15411,22,1311,0.6842105,1.10441,0.9511788,1.163312,4.85889,0,0.1020381,0.06441685,0.281101,0.4456631,0.5594715,0.7594937,6.870286,0.5565893,0.0514704,6.085066,8.473383,
15431,22,1326,0.6794872,1.106034,0.9487771,1.165386,4.848807,0,0.1021058,0.06395006,0.2819867,0.4470866,0.5579918,0.7618066,6.894079,0.5562632,0.05100739,6.115182,8.469022,
15451,22,1322,0.6785174,1.102284,0.948859,1.165033,4.822489,0,0.102068,0.06378841,0.2813074,0.4456743,0.5572488,0.7619126,6.889709,0.5561937,0.05116296,6.13864,8.447319,
15471,22,1321,0.674489,1.103802,0.949735,1.15938,4.830178,0,0.1022354,0.06380305,0.2830803,0.4440058,0.5573997,0.7639992,6.876081,0.5563508,0.05072729,6.126229,8.50734,
15491,22,1313,0.6709825,1.100539,0.9507741,1.158317,4.815277,0,0.1024246,0.06385564,0.2834294,0.4437625,0.5596141,0.7641042,6.87257,0.5555118,0.05036643,6.138137,8.542334,
15511,22,1313,0.6732673,1.097122,0.9509216,1.157124,4.817431,0,0.1026006,0.06359631,0.2828106,0.4424082,0.5605844,0.7652631,6.873541,0.554674,0.05016325,6.141619,8.553875,
15532,22,1311,0.6796339,1.092299,0.9509706,1.153805,4.791864,0,0.103521,0.06309524,0.2813776,0.4396227,0.5613157,0.7681695,6.876232,0.5545,0.04985008,6.140318,8.573271,
15552,22,1325,0.6762264,1.094754,0.9532066,1.153303,4.782522,0,0.1030677,0.06320039,0.2831934,0.4385083,0.5599715,0.7690426,6.876011,0.5541695,0.04976585,6.156765,8.587896,
15572,22,1331,0.6716754,1.092955,0.9512079,1.148072,4.767523,0,0.1022478,0.06341156,0.2827333,0.4463057,0.5576976,0.7713768,6.88003,0.5545776,0.04962126,6.115386,8.580162,
15592,22,1327,0.6661643,1.093143,0.9503868,1.152143,4.770304,0,0.1022956,0.06380826,0.2841447,0.4428746,0.5589669,0.7710486,6.872046,0.55282,0.04969308,6.135122,8.580828,
15612,22,1328,0.6671687,1.093139,0.9492443,1.159266,4.768988,0,0.1019833,0.06397196,0.2849188,0.4422212,0.5588757,0.7715297,6.885679,0.55288,0.0496951,6.138101,8.624002,
15632,22,1332,0.6666667,1.093128,0.9499227,1.16087,4.758488,0,0.1013024,0.06378874,0.283649,0.4445308,0.5593283,0.7708077,6.907237,0.5532929,0.04962902,6.142088,8.624852,
15652,22,1321,0.666162,1.09291,0.9512048,1.162463,4.769247,0,0.1010438,0.06377189,0.2834764,0.4447519,0.5574646,0.7724584,6.902208,0.5530784,0.05007527,6.165365,8.611319,
15672,22,1316,0.6618541,1.095554,0.9518676,1.159003,4.772551,0,0.1008444,0.06402292,0.2848527,0.4473505,0.5557995,0.7712449,6.935297,0.5528875,0.05041137,6.199903,8.640557,
15692,22,1325,0.6588679,1.09638,0.9515702,1.155326,4.760463,0,0.1014994,0.06420087,0.284369,0.449372,0.5570323,0.7723138,6.956843,0.5531151,0.05033886,6.213431,8.63229,
15712,22,1330,0.6533834,1.098913,0.9519078,1.155722,4.748714,0,0.1014714,0.06410988,0.2823966,0.4542354,0.5542262,0.7734219,6.968419,0.5525209,0.05042866,6.198494,8.629437,
15732,22,1323,0.6507937,1.098756,0.951686,1.147553,4.738853,0,0.1021735,0.06466236,0.2843841,0.4579234,0.5558769,0.7732418,6.978778,0.5511266,0.05065286,6.221297,8.610797,
15752,22,1293,0.6573859,1.098422,0.9530012,1.141232,4.741874,0,0.1027731,0.06479649,0.2863021,0.4591148,0.5556298,0.7710289,6.946977,0.5509614,0.05065239,6.212169,8.628066,
15772,22,1288,0.6607143,1.09704,0.9546337,1.135396,4.751156,0,0.1024033,0.0646953,0.2867035,0.4610628,0.5550781,0.7701067,6.931594,0.5503455,0.05101703,6.218011,8.650886,
15792,22,1258,0.6653418,1.094771,0.9503393,1.129428,4.746742,0,0.1027638,0.06419944,0.2857518,0.4583226,0.5567172,0.7709979,6.938536,0.5510732,0.05105078,6.204726,8.614417,
15812,22,1265,0.6577075,1.093248,0.9507466,1.124514,4.728498,0,0.1026359,0.06381074,0.2863967,0.4576569,0.5596097,0.7699418,6.927279,0.5515029,0.05098773,6.21819,8.614362,
15832,22,1271,0.660897,1.097651,0.9500366,1.127615,4.727219,0,0.102889,0.06375543,0.287318,0.4566404,0.5613091,0.7693574,6.915587,0.5519728,0.0510313,6.211075,8.630033,
15852,22,1287,0.6627817,1.098326,0.9501721,1.125283,4.71285,0,0.1031766,0.06373729,0.2882568,0.4559901,0.5623847,0.7681685,6.90929,0.5514796,0.05093339,6.188556,8.598566,
15872,22,1296,0.6712963,1.096848,0.9499125,1.127892,4.705347,0,0.1032247,0.06345873,0.2874139,0.4573084,0.5578475,0.7669573,6.92592,0.5511743,0.05103862,6.124067,8.580946,
15892,22,1290,0.6689922,1.094043,0.9490775,1.132797,4.703784,0,0.1036583,0.06335372,0.2864895,0.4554857,0.5575182,0.7674662,6.930663,0.5507217,0.05072769,6.136193,8.58283,
15912,23,1305,0.6651341,1.089774,0.9479302,1.131393,4.690578,0,0.1037247,0.06316675,0.2848805,0.4538651,0.5613092,0.7661332,6.917844,0.5498984,0.05045334,6.112525,8.542674,
15932,23,1318,0.6676783,1.087398,0.9490339,1.13151,4.714696,0,0.1040283,0.06340635,0.285129,0.4505056,0.5632167,0.764565,6.899523,0.549015,0.05051078,6.115388,8.497394,
15952,23,1298,0.6825886,1.082456,0.9483774,1.129456,4.713208,0,0.1040554,0.06344564,0.2862459,0.4449253,0.5646861,0.7624586,6.911225,0.549069,0.05051959,6.094759,8.475945,
15972,23,1263,0.6872526,1.077441,0.9493792,1.124501,4.701187,0,0.1042817,0.06337475,0.2853645,0.4439959,0.5619279,0.7616453,6.934206,0.5492721,0.05078374,6.09058,8.471176,
15992,23,1237,0.6887631,1.074308,0.9496841,1.125759,4.701059,0,0.1039256,0.06308797,0.2854506,0.4444795,0.5632475,0.7613015,6.905555,0.5491835,0.05085976,6.070603,8.424622,
16012,23,1247,0.6872494,1.074524,0.9501982,1.128391,4.725013,0,0.1038772,0.06253899,0.2845268,0.4441816,0.568446,0.7593229,6.918787,0.5487047,0.05127503,6.078117,8.433269,
16032,23,1239,0.6908798,1.074318,0.9511803,1.132613,4.729764,0,0.1039323,0.06251652,0.2842535,0.4430206,0.5674155,0.7581542,6.904562,0.5470497,0.05136339,6.125173,8.447268,
16052,23,1226,0.6949429,1.071055,0.9515754,1.133569,4.731158,0,0.1039612,0.06275614,0.2827201,0.4424607,0.5682728,0.7555951,6.913044,0.5474737,0.05179819,6.16487,8.437119,
16072,23,1225,0.7012245,1.068674,0.9526514,1.131673,4.741599,0,0.1033295,0.06250715,0.2827045,0.4422925,0.5682004,0.7558604,6.908664,0.5477757,0.05179077,6.202326,8.457894,
16092,23,1188,0.7079124,1.067429,0.9513412,1.131225,4.743878,0,0.1035156,0.06270402,0.2837741,0.4401011,0.5659542,0.7534977,6.901746,0.548416,0.05167317,6.23906,8.475823,
16112,22,1182,0.7131979,1.068589,0.95219,1.130779,4.724497,0,0.1038588,0.06261776,0.2825052,0.4377605,0.5652535,0.7542486,6.880847,0.548824,0.05165959,6.24188,8.484987,
16132,22,1198,0.7070117,1.072255,0.9524019,1.131468,4.714491,0,0.1037405,0.06255485,0.2828793,0.4368627,0.5653076,0.754095,6.861102,0.5504035,0.05160515,6.236602,8.491832,
16152,22,1220,0.704918,1.0745,0.9540766,1.13161,4.727835,0,0.104043,0.06291598,0.2819479,0.4334432,0.5620275,0.7528431,6.822693,0.5521947,0.05141621,6.21387,8.500114,
16172,22,1216,0.7113487,1.072721,0.9533585,1.132644,4.718567,0,0.1040775,0.06284104,0.2828033,0.4296294,0.5630925,0.7509987,6.82647,0.5533709,0.05174735,6.200294,8.469912,
16192,22,1241,0.7115229,1.070698,0.9575416,1.128814,4.715034,0,0.1042108,0.06304354,0.2817286,0.4304589,0.5651311,0.7468141,6.825562,0.5527919,0.05158762,6.254183,8.491241,
16212,22,1257,0.7120127,1.068792,0.9601518,1.127483,4.713871,0,0.1042017,0.06294044,0.2807303,0.4323439,0.5662335,0.7462912,6.789665,0.5530612,0.05137357,6.262667,8.501468,
16233,22,1254,0.7073365,1.070262,0.9623081,1.12475,4.720364,0,0.1042669,0.06298269,0.2803236,0.4342571,0.5660075,0.7462255,6.76307,0.5520044,0.05104966,6.298566,8.504635,
16253,22,1249,0.706165,1.069264,0.9630955,1.119594,4.71705,0,0.1042738,0.0629325,0.2795392,0.4375405,0.5649607,0.7457674,6.720459,0.5520495,0.05103727,6.296698,8.537644,
16273,22,1240,0.7040322,1.069191,0.9624327,1.112081,4.698016,0,0.1036837,0.06284203,0.2806325,0.4391572,0.5630572,0.7411491,6.703746,0.5517018,0.05138531,6.270806,8.532892,
16293,22,1222,0.702946,1.070094,0.962462,1.108893,4.697892,0,0.1039004,0.06280188,0.2821493,0.4392594,0.56485,0.7422847,6.693166,0.5508566,0.05141354,6.265092,8.529437,
16313,22,1200,0.71,1.069961,0.964101,1.100489,4.710275,0,0.104035,0.06264222,0.2834398,0.4403247,0.5677277,0.7411922,6.709392,0.5510737,0.05169673,6.247665,8.571817,
16333,22,1199,0.7147623,1.07375,0.9648075,1.096959,4.710169,0,0.1040986,0.06308673,0.2837574,0.4369766,0.5656573,0.7415857,6.730119,0.5515504,0.05209501,6.237055,8.534839,
16353,22,1213,0.721352,1.075636,0.9654126,1.094648,4.718397,0,0.104242,0.06326357,0.281718,0.4348283,0.5684936,0.7402123,6.746719,0.549835,0.05195611,6.240761,8.508771,
16373,22,1225,0.724898,1.077623,0.9694709,1.089445,4.71061,0,0.1035285,0.06322257,0.2808559,0.4333211,0.5688837,0.7367683,6.737992,0.5499037,0.05125392,6.277517,8.547691,
16393,22,1246,0.7247191,1.079013,0.9717844,1.085912,4.69503,0,0.1029855,0.06318793,0.2789825,0.4309748,0.5736086,0.7370843,6.720125,0.5497124,0.05084267,6.283489,8.610998,
16413,22,1260,0.713492,1.077355,0.9699275,1.08792,4.693518,0,0.1032431,0.06338383,0.2753864,0.431501,0.5726922,0.7375723,6.68478,0.5496034,0.05068377,6.272807,8.650386,
16433,22,1256,0.7133758,1.074299,0.9705155,1.083464,4.707331,0,0.1030983,0.0637505,0.27489,0.4295456,0.5693755,0.7388119,6.674606,0.5491079,0.05065255,6.308413,8.674822,
16453,22,1254,0.7089314,1.072819,0.9690859,1.079886,4.719297,0,0.1030665,0.06378273,0.2752017,0.4304278,0.5675315,0.7387976,6.674975,0.547456,0.0509204,6.328366,8.656502,
16473,22,1254,0.7129186,1.071332,0.9667369,1.075338,4.717111,0,0.1028893,0.06349955,0.2743693,0.4281831,0.5653403,0.7367833,6.644819,0.5466926,0.05072342,6.296495,8.665791,
16493,22,1267,0.7024467,1.071678,0.966041,1.073201,4.701059,0,0.102686,0.06308711,0.2740562,0.4277228,0.5685063,0.7390749,6.660697,0.5455231,0.05062681,6.26393,8.65927,
16513,22,1258,0.6971383,1.06711,0.9643963,1.075317,4.697265,0,0.1030644,0.06308399,0.2746859,0.4304432,0.5702304,0.7389699,6.663806,0.5462623,0.0505153,6.295317,8.717872,
16533,22,1245,0.6939759,1.065006,0.9625474,1.071292,4.693338,0,0.1032196,0.06303742,0.2752337,0.4325951,0.568464,0.7432421,6.638684,0.5440224,0.050277,6.366926,8.779982,
16553,22,1246,0.6934189,1.06032,0.962011,1.07338,4.677304,0,0.1032829,0.06306002,0.2746815,0.4331659,0.5666761,0.7428179,6.631632,0.5430643,0.05003255,6.376702,8.795119,
16573,22,1258,0.6931638,1.05443,0.9607375,1.071514,4.658127,0,0.1029531,0.0635157,0.2740375,0.4319331,0.5650933,0.743385,6.6484,0.5452462,0.04996809,6.380851,8.839577,
16593,22,1277,0.696946,1.051284,0.9577684,1.068949,4.667282,0,0.1033687,0.06368537,0.2732921,0.4307653,0.5656283,0.7420634,6.662944,0.5445559,0.05031941,6.398295,8.819261,
16613,22,1283,0.7007015,1.049187,0.9578114,1.067462,4.673348,0,0.1035244,0.06353811,0.2732824,0.4277752,0.5648447,0.7418402,6.675229,0.5448722,0.04985895,6.372746,8.824786,
16633,22,1287,0.7031857,1.04632,0.956785,1.063246,4.644265,0,0.1039962,0.06363034,0.2719026,0.4254492,0.5617807,0.7425223,6.663742,0.5447419,0.04967055,6.34756,8.83832,
16653,22,1286,0.7013997,1.046299,0.9557389,1.054241,4.625609,0,0.1044308,0.06385854,0.2697132,0.426132,0.5643323,0.7448044,6.665789,0.5429437,0.04986636,6.365853,8.869771,
16673,22,1300,0.7023077,1.048617,0.9564291,1.050449,4.599716,0,0.1050938,0.06400717,0.2695434,0.4296453,0.5631273,0.7437169,6.700647,0.5437611,0.04971671,6.366543,8.879343,
16693,22,1284,0.7087228,1.047909,0.9564409,1.05526,4.590366,0,0.1049586,0.06352054,0.2703664,0.4278891,0.5605773,0.7447506,6.740613,0.5430468,0.04965921,6.34239,8.89979,
16713,22,1279,0.7146208,1.048209,0.9558553,1.058506,4.582563,0,0.104688,0.06302774,0.2697006,0.425395,0.563558,0.7475281,6.741684,0.5415345,0.04963689,6.342063,8.978419,
16733,22,1261,0.7224425,1.050296,0.9547772,1.057212,4.579151,0,0.1042867,0.06281671,0.2700863,0.4212404,0.5619173,0.7506995,6.76349,0.5411285,0.0496369,6.347135,8.991193,
16753,22,1261,0.7192704,1.052817,0.9523947,1.060932,4.57158,0,0.1041341,0.06253146,0.271393,0.4197852,0.5642149,0.7511446,6.764156,0.5398719,0.04957006,6.336097,9.068432,
16773,22,1269,0.7186761,1.048373,0.9529344,1.060966,4.578246,0,0.1041222,0.06252697,0.2723016,0.4222447,0.5617484,0.7534352,6.77061,0.5417502,0.0495221,6.342061,9.056931,
16793,22,1291,0.7164989,1.049872,0.9522004,1.064529,4.576579,0,0.1046203,0.06265259,0.271726,0.423126,0.5616099,0.752407,6.766554,0.5432345,0.04894553,6.375533,9.060753,
16813,22,1289,0.7199379,1.053984,0.9525995,1.06597,4.581323,0,0.1045781,0.06272897,0.2702008,0.423073,0.5641972,0.7523601,6.773311,0.5455204,0.04890371,6.416695,9.104726,
16833,22,1263,0.7323832,1.052646,0.9507775,1.063887,4.583058,0,0.1043151,0.06242295,0.2697025,0.4196663,0.5668529,0.7518212,6.768492,0.5448326,0.04889317,6.390238,9.131568,
16853,22,1247,0.7361668,1.048284,0.9507399,1.06597,4.594587,0,0.1044145,0.06238698,0.2690485,0.4193518,0.5676336,0.7514334,6.742395,0.5454754,0.04899808,6.381489,9.035466,
16873,22,1217,0.7436319,1.04709,0.9492693,1.06203,4.591817,0,0.1037852,0.06261607,0.270158,0.4169646,0.5676171,0.752993,6.747016,0.5446211,0.04906478,6.363594,9.02303,
