TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,VA_BOOST_LIKELIHOOD,VA_BOOST_STRENGTH,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
400,2,6,0.6666667,3.438642,1.000624,5.847691,17.41798,0,0.1077375,0.2658414,0.5035391,0.3987455,0.5100068,0.5911946,17.14884,0.5190023,0.3746815,7.476992,11.4448,
420,2,7,0.7142857,3.641407,0.9925935,6.937745,17.70501,0,0.1090578,0.2318105,0.5215129,0.39114,0.4549765,0.6004235,15.80494,0.5277727,0.394767,7.452626,10.56402,
440,2,7,0.7142857,3.641407,0.9925935,6.937745,17.70501,0,0.1090578,0.2318105,0.5215129,0.39114,0.4549765,0.6004235,15.80494,0.5277727,0.394767,7.452626,10.56402,
460,2,7,0.7142857,3.641407,0.9925935,6.937745,17.70501,0,0.1090578,0.2318105,0.5215129,0.39114,0.4549765,0.6004235,15.80494,0.5277727,0.394767,7.452626,10.56402,
480,2,7,0.7142857,3.641407,0.9925935,6.937745,17.70501,0,0.1090578,0.2318105,0.5215129,0.39114,0.4549765,0.6004235,15.80494,0.5277727,0.394767,7.452626,10.56402,
500,2,7,0.7142857,3.641407,0.9925935,6.937745,17.70501,0,0.1090578,0.2318105,0.5215129,0.39114,0.4549765,0.6004235,15.80494,0.5277727,0.394767,7.452626,10.56402,
520,2,7,0.7142857,3.641407,0.9925935,6.937745,17.70501,0,0.1090578,0.2318105,0.5215129,0.39114,0.4549765,0.6004235,15.80494,0.5277727,0.394767,7.452626,10.56402,
540,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
560,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
580,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
600,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
620,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
640,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
660,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
680,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
700,3,9,0.7777778,3.474923,0.981385,5.844033,17.90121,0,0.1097894,0.2067073,0.5220014,0.4377843,0.4499463,0.5972828,14.23131,0.5472247,0.3958031,7.624395,10.36565,
720,3,10,0.7,3.412193,0.9816229,5.449638,17.88685,0,0.1096914,0.1970788,0.5239503,0.4283234,0.4477856,0.5951734,13.71299,0.5554665,0.3826117,7.655384,10.23116,
740,4,11,0.6363636,3.353835,0.9819898,5.127031,17.944,0,0.1096586,0.1895437,0.5248685,0.4197291,0.4435699,0.59775,13.32227,0.5636747,0.3719561,7.679785,10.16095,
760,4,14,0.7142857,3.267946,0.9878203,5.659837,18.44494,0,0.1080864,0.1739578,0.5214783,0.5208551,0.5024157,0.6046519,12.39544,0.5718268,0.3495708,7.811043,9.962911,
780,4,15,0.7333333,3.251348,0.9881248,5.414842,19.01951,0,0.1082466,0.1660316,0.5283283,0.5096011,0.4959439,0.6019353,13.27812,0.5661537,0.3293487,7.851758,9.920151,
800,4,16,0.6875,3.217566,0.9899216,5.196105,18.9195,0,0.1090108,0.1749232,0.5224287,0.4980068,0.4926582,0.6032559,13.03111,0.5691357,0.3238993,7.884133,9.889132,
820,4,16,0.6875,3.217566,0.9899216,5.196105,18.9195,0,0.1090108,0.1749232,0.5224287,0.4980068,0.4926582,0.6032559,13.03111,0.5691357,0.3238993,7.884133,9.889132,
840,4,16,0.6875,3.217566,0.9899216,5.196105,18.9195,0,0.1090108,0.1749232,0.5224287,0.4980068,0.4926582,0.6032559,13.03111,0.5691357,0.3238993,7.884133,9.889132,
860,4,16,0.6875,3.217566,0.9899216,5.196105,18.9195,0,0.1090108,0.1749232,0.5224287,0.4980068,0.4926582,0.6032559,13.03111,0.5691357,0.3238993,7.884133,9.889132,
880,4,16,0.6875,3.217566,0.9899216,5.196105,18.9195,0,0.1090108,0.1749232,0.5224287,0.4980068,0.4926582,0.6032559,13.03111,0.5691357,0.3238993,7.884133,9.889132,
900,4,16,0.6875,3.217566,0.9899216,5.196105,18.9195,0,0.1090108,0.1749232,0.5224287,0.4980068,0.4926582,0.6032559,13.03111,0.5691357,0.3238993,7.884133,9.889132,
920,4,17,0.6470588,3.262849,0.989099,4.99695,18.3916,0,0.1093121,0.1708162,0.5270046,0.4880973,0.4794324,0.6039373,12.76563,0.5555198,0.3193737,7.870375,9.65641,
940,4,18,0.6666667,3.250808,0.9909555,4.825602,18.89832,0,0.1096726,0.1644146,0.5109235,0.4786184,0.477946,0.6170102,13.46264,0.5520381,0.3394647,7.879342,9.663522,
960,4,22,0.7272727,3.251594,0.9881625,4.298158,19.49478,0,0.1099486,0.1512605,0.5169472,0.497401,0.4724706,0.6257018,12.60246,0.5472543,0.3234653,7.825389,9.332777,
980,4,23,0.6956522,3.286808,0.988315,4.682724,19.46932,0,0.1101729,0.1490876,0.5229875,0.4911763,0.463298,0.624009,12.40115,0.5472049,0.3206718,7.813462,9.156877,
1000,4,23,0.6956522,3.286808,0.988315,4.682724,19.46932,0,0.1101729,0.1490876,0.5229875,0.4911763,0.463298,0.624009,12.40115,0.5472049,0.3206718,7.813462,9.156877,
1020,4,27,0.7037037,3.336645,0.9847766,4.717144,19.65749,0,0.1100427,0.1480415,0.5230227,0.466691,0.4509329,0.6314778,12.54806,0.5457475,0.3028824,7.813671,8.895033,
1040,4,31,0.7419355,3.348169,0.9767229,4.342079,19.72423,0,0.1107644,0.1554912,0.5225745,0.4493218,0.43707,0.6318764,12.06362,0.5415985,0.2897232,7.836051,8.730175,
1060,5,36,0.7777778,3.424825,0.9829309,4.988501,19.97371,0,0.1114358,0.1681335,0.5192746,0.435073,0.4218389,0.6429901,12.07019,0.5421901,0.2836422,7.729936,8.470344,
1080,5,40,0.775,3.45088,0.9799052,5.150804,19.82145,0,0.1119118,0.1819984,0.5085649,0.424215,0.4151891,0.6590557,11.73638,0.5439688,0.3019752,8.052881,8.274072,
1100,5,41,0.7560976,3.490546,0.9810675,5.370467,19.82016,0,0.1121325,0.1798761,0.5111646,0.4231028,0.4082922,0.65796,11.65088,0.5443779,0.3077608,8.022418,8.196749,
1120,5,46,0.7608696,3.482312,0.9846358,5.254475,19.57162,0,0.1118839,0.1719031,0.5169753,0.4151253,0.4023394,0.651408,11.32612,0.5417393,0.3077694,7.988504,8.199735,
1140,5,49,0.7346939,3.493786,0.9839512,5.305135,19.38089,0,0.1118446,0.1678252,0.5185956,0.4224319,0.4008709,0.6539469,11.16035,0.5457838,0.3041615,7.939584,8.125967,
1160,5,53,0.7169811,3.518888,0.9892853,5.293277,18.98669,0,0.1122751,0.1662037,0.5229287,0.4166384,0.3856019,0.6458319,10.97867,0.542472,0.3113839,7.923298,7.936374,
1180,5,58,0.6896552,3.543797,0.9955375,5.432679,18.79554,0,0.1125496,0.170372,0.5208763,0.4094687,0.3775479,0.6529481,10.75021,0.5417005,0.3183875,7.89368,7.679967,
1200,5,67,0.7164179,3.447556,0.9995611,5.28379,19.0621,0,0.1130146,0.1752343,0.5113243,0.4223801,0.3902341,0.6544396,10.44988,0.5486354,0.3087888,7.961741,7.645574,
1220,5,70,0.7428572,3.441059,0.9984369,5.13253,19.10676,0,0.1131377,0.1761068,0.507079,0.4103805,0.3898433,0.6600003,10.35797,0.5484537,0.312149,7.953398,7.603326,
1240,5,72,0.7222222,3.423555,0.9971983,5.044107,18.98012,0,0.1129654,0.1739121,0.509275,0.417666,0.391871,0.6594701,10.33483,0.5510716,0.3101804,7.913274,7.646633,
1260,5,75,0.6933333,3.429908,0.9957045,5.115478,18.85279,0,0.1128494,0.1784939,0.5050784,0.412334,0.3898245,0.655451,10.65643,0.5484277,0.3105859,7.83641,7.559555,
1281,6,80,0.725,3.359292,0.9927434,5.065959,18.92165,0,0.1135876,0.1840094,0.4893273,0.4133465,0.3882189,0.6595696,10.51464,0.5502073,0.3007797,8.03153,7.599435,
1301,6,89,0.7303371,3.375814,0.9958149,4.887285,18.54433,0,0.1131983,0.1785185,0.4942572,0.410887,0.3793488,0.6584696,10.356,0.5445567,0.3077595,7.971823,7.367678,
1321,6,91,0.7142857,3.353557,0.9961339,4.435971,18.70615,0,0.1131591,0.1828997,0.4913752,0.4126305,0.3851601,0.6551897,10.44583,0.5393214,0.3043859,8.033707,7.424242,
1341,6,95,0.7052631,3.306101,0.9941372,4.338828,18.83987,0,0.113788,0.1836684,0.4883999,0.4091021,0.3923672,0.6573287,10.33999,0.5413153,0.2970384,8.128816,7.482843,
1361,6,101,0.6930693,3.308957,0.9913967,4.314729,19.19346,0,0.1136653,0.1754179,0.4856139,0.4148838,0.396932,0.655875,10.36788,0.5462232,0.2956713,8.091748,7.517653,
1381,6,108,0.6759259,3.257239,0.9961875,4.170223,19.03197,0,0.113239,0.1724234,0.4799567,0.4075781,0.3897694,0.6521875,10.06009,0.5479739,0.2892176,8.048644,7.512726,
1401,6,119,0.6806723,3.257096,0.9908955,4.36023,19.12108,0,0.1128406,0.1722083,0.4729514,0.4127397,0.3953956,0.6561483,9.79547,0.5514573,0.2902719,8.063093,7.626626,
1421,6,129,0.7131783,3.239226,0.9895277,4.447245,19.08927,0,0.1122862,0.1735561,0.4697945,0.4140971,0.3989353,0.6456375,9.553888,0.5521196,0.2893025,7.97403,7.55097,
1441,7,139,0.705036,3.222468,0.9964962,4.75056,18.75042,0,0.1119019,0.1824926,0.471797,0.4190558,0.3978283,0.6432235,9.637547,0.5526423,0.2897531,7.927839,7.534908,
1461,7,138,0.7391304,3.169896,0.9956373,4.568964,18.86168,0,0.1118191,0.1839075,0.4765791,0.4119406,0.4062115,0.6487148,9.671166,0.5465345,0.2938799,7.864026,7.571227,
1481,7,137,0.7372262,3.154938,0.9958177,4.46895,18.77092,0,0.1112255,0.1869646,0.478633,0.4126458,0.4062273,0.6456589,9.659336,0.5468483,0.2878996,7.934193,7.495914,
1501,7,140,0.7285714,3.093058,0.9869421,4.52641,19.16796,0,0.1113498,0.1841323,0.4775389,0.4153381,0.3973044,0.6522913,9.602726,0.548509,0.2801344,7.936796,7.449096,
1521,7,146,0.760274,3.070951,0.9845444,4.428635,19.1324,0,0.1119291,0.1806889,0.4846662,0.4159019,0.393608,0.6527652,9.651253,0.5453013,0.2789138,7.86803,7.365082,
1541,7,148,0.75,3.043704,0.9830079,4.262748,19.28816,0,0.1123382,0.1737283,0.4886889,0.4166686,0.3929717,0.6485406,9.636827,0.5433179,0.2855011,7.841442,7.435829,
1561,7,147,0.7755102,3.05393,0.9843901,4.051288,19.36737,0,0.1123943,0.1688488,0.4901459,0.4101471,0.3884057,0.6484271,9.622901,0.5351762,0.2904066,7.826904,7.453036,
1581,7,141,0.8014184,3.03023,0.9831511,3.820138,19.72223,0,0.1124604,0.1669991,0.4925789,0.4041071,0.3897098,0.6437041,9.785969,0.535629,0.2875355,7.800433,7.366779,
1601,7,135,0.8074074,3.032363,0.9821679,3.487177,19.84662,0,0.1125597,0.1650586,0.4895235,0.3941559,0.3905488,0.6426953,9.712512,0.534461,0.291251,7.776057,7.353528,
1621,7,137,0.8175182,2.998066,0.9796384,3.381073,20.27167,0,0.1126912,0.162601,0.4886434,0.3946882,0.3915396,0.6378278,9.551566,0.5356101,0.287231,7.766897,7.315376,
1641,7,132,0.8333333,3.002162,0.976826,3.258682,20.22763,0,0.1126772,0.1623995,0.4883114,0.3945527,0.387229,0.6335624,9.602939,0.5371605,0.2916259,7.777044,7.299152,
1661,7,128,0.8515625,2.993448,0.9788662,3.229572,20.40617,0,0.1127525,0.1625635,0.4888572,0.3921374,0.3878667,0.631922,9.621617,0.5370703,0.2895875,7.792071,7.315689,
1681,7,126,0.8571429,2.998694,0.9759884,3.060624,20.55263,0,0.1127123,0.1603296,0.4881741,0.3928427,0.3863413,0.6340348,9.654354,0.5366958,0.2898146,7.767779,7.35471,
1701,7,121,0.8677686,2.976806,0.9749505,3.025502,20.85997,0,0.1128414,0.1626349,0.486387,0.3940952,0.3897723,0.6371489,9.715071,0.536218,0.2917023,7.786214,7.448382,
1721,7,120,0.8666667,2.96254,0.9736699,3.121013,20.66279,0,0.1124872,0.162986,0.4849569,0.3995503,0.3894736,0.6369237,9.701875,0.537176,0.2952246,7.791831,7.466181,
1741,7,117,0.8632479,2.960557,0.9731439,2.929096,20.51125,0,0.1125426,0.1611318,0.481048,0.4002135,0.3851173,0.6400425,9.588106,0.5360962,0.2993915,7.80797,7.30628,
1761,7,113,0.8672566,2.934212,0.9694071,2.873472,20.36231,0,0.1118272,0.1604463,0.4832857,0.409306,0.3861811,0.6364102,9.603118,0.5375634,0.2975136,7.819899,7.352026,
1781,7,114,0.8684211,2.925731,0.9660796,2.875091,20.11646,0,0.1118577,0.1590539,0.4852846,0.4027031,0.3897665,0.6360512,9.584865,0.5374283,0.2967833,7.80926,7.378829,
1801,7,118,0.8389831,2.924792,0.9634964,2.829108,20.05812,0,0.1114813,0.1507859,0.4837208,0.4111023,0.3930951,0.6341683,9.550411,0.5372052,0.2963732,7.823419,7.48151,
1821,7,120,0.8333333,2.902269,0.9626722,2.814484,19.99692,0,0.1118791,0.1487252,0.4882043,0.4135071,0.3999904,0.6330678,9.565784,0.5388883,0.2935335,7.798868,7.60121,
1841,8,123,0.8292683,2.894921,0.9600691,2.950488,19.92637,0,0.1126852,0.1511567,0.4923694,0.418748,0.4049005,0.6303549,9.554987,0.5437856,0.2918524,7.77989,7.70583,
1861,9,126,0.8174603,2.88081,0.9561468,2.669877,19.85623,0,0.1136577,0.1449517,0.4968269,0.4172783,0.3952418,0.6336445,9.721048,0.5452809,0.296407,7.725363,7.619602,
1881,9,129,0.8139535,2.861588,0.9527285,2.651096,19.97799,0,0.1137558,0.1466807,0.4964072,0.4184992,0.399812,0.6298499,9.719021,0.5470325,0.2963827,7.714173,7.579489,
1901,9,136,0.7794118,2.843162,0.9542283,2.611281,20.04377,0,0.1139045,0.148156,0.4921716,0.42473,0.4005188,0.6269338,9.656793,0.5473536,0.2945063,7.714151,7.612828,
1921,9,139,0.7697842,2.833686,0.955712,2.52169,20.02676,0,0.1144284,0.1475241,0.4885419,0.4404266,0.403249,0.6261243,9.67416,0.5466334,0.2942059,7.722676,7.654819,
1941,9,142,0.7394366,2.822434,0.9563303,2.411877,20.32958,0,0.1149336,0.1474752,0.4865769,0.4235658,0.4101043,0.624385,9.505737,0.5471599,0.2964069,7.74017,7.667248,
1961,9,154,0.7467533,2.81415,0.9573533,2.375955,20.31009,0,0.115389,0.1498571,0.4855974,0.4233411,0.4221487,0.6243109,9.39991,0.5493703,0.2933409,7.699831,7.708891,
1981,9,162,0.7160494,2.793404,0.9590238,2.350855,20.12917,0,0.1147142,0.1494431,0.4819722,0.4177138,0.4159584,0.6278771,9.357782,0.5489438,0.2912277,7.731365,7.730628,
2001,9,172,0.7151163,2.777637,0.9650935,2.25536,20.1036,0,0.1144343,0.1494046,0.4790393,0.4086055,0.4211861,0.6341143,9.431198,0.5499144,0.2890999,7.793122,7.749166,
2021,9,186,0.6935484,2.780027,0.9699013,2.175544,20.11249,0,0.1135422,0.1476946,0.4779688,0.4034187,0.4244679,0.6322426,9.605737,0.5500386,0.2869673,7.76927,7.678727,
2041,9,200,0.685,2.76751,0.9723132,2.15458,19.83621,0,0.1137198,0.1413842,0.4758036,0.4058673,0.4249807,0.6317754,9.615036,0.5491695,0.2857307,7.788244,7.673046,
2061,9,213,0.6713615,2.781878,0.9721258,2.214658,19.70438,0,0.1130339,0.1377641,0.4783983,0.4069439,0.4286754,0.6273691,9.685625,0.5504527,0.2833619,7.811286,7.587986,
2081,9,223,0.6860986,2.775179,0.9692147,2.199426,19.41847,0,0.1132281,0.1360992,0.4763505,0.4022137,0.4317845,0.6261975,9.45787,0.5539247,0.2817792,7.843614,7.570673,
2101,9,239,0.6736402,2.764374,0.9690043,2.136781,19.34797,0,0.1127129,0.1348877,0.4761621,0.401522,0.4293145,0.6262465,9.487792,0.5545514,0.278193,7.871953,7.551514,
2121,9,250,0.676,2.753582,0.9674049,2.076253,18.96596,0,0.11267,0.1313215,0.4759205,0.399713,0.425115,0.6243682,9.50468,0.5556384,0.2732964,7.90334,7.512459,
2141,9,269,0.6654275,2.761785,0.9657461,2.068992,18.85297,0,0.1126501,0.1302838,0.4778354,0.4065703,0.4214739,0.6273625,9.595418,0.5577595,0.2753129,7.894338,7.426737,
2161,9,281,0.6476868,2.765764,0.9673042,2.055047,18.83463,0,0.1129057,0.1274825,0.4757666,0.4050755,0.4226985,0.6290652,9.568856,0.559517,0.2745687,7.875989,7.357935,
2181,9,305,0.652459,2.764842,0.9683671,2.034807,19.00471,0,0.1135359,0.1241808,0.479789,0.4026448,0.4222867,0.6313592,9.377633,0.560069,0.2777181,7.829504,7.279199,
2201,9,329,0.6413374,2.757931,0.9713288,2.214164,18.96001,0,0.1139253,0.1228725,0.480513,0.3985652,0.4142008,0.630609,9.373487,0.5604383,0.2754919,7.827568,7.246912,
2221,9,368,0.6331522,2.764932,0.9734039,2.140572,18.95073,0,0.1137276,0.118961,0.47678,0.4009637,0.4082353,0.6332969,9.259743,0.5559901,0.2745103,7.829257,7.289382,
2241,9,404,0.6311881,2.766915,0.9724352,2.151928,18.81106,0,0.1134953,0.1181299,0.4775243,0.3987241,0.4014598,0.6353616,9.28756,0.5561752,0.2694807,7.79993,7.341579,
2261,9,436,0.646789,2.770036,0.9726399,2.198825,18.96785,0,0.1136384,0.1192608,0.4718985,0.3951954,0.401897,0.6356806,9.223379,0.5564368,0.2688913,7.798281,7.396517,
2281,9,489,0.6421268,2.774591,0.9715012,2.195175,19.12208,0,0.1142365,0.1180089,0.4680201,0.3933864,0.4024399,0.635278,9.232188,0.5581083,0.2636491,7.789123,7.477613,
2301,9,525,0.6628571,2.784338,0.971579,2.208892,19.13242,0,0.1141146,0.1154412,0.4644629,0.3802084,0.4045322,0.6331814,9.233822,0.5576871,0.2610129,7.774008,7.579937,
2321,9,557,0.6912029,2.787789,0.9728548,2.149809,19.21096,0,0.1138941,0.1157324,0.4599498,0.3755203,0.403806,0.6384458,9.241397,0.5582595,0.2601913,7.748081,7.634092,
2341,9,570,0.7017544,2.781805,0.9715868,2.120787,19.1859,0,0.113927,0.1148758,0.4581481,0.3736256,0.40272,0.6384275,9.193571,0.5573741,0.2590331,7.758678,7.703157,
2361,10,564,0.7216312,2.784088,0.9709664,2.098277,19.23484,0,0.1137131,0.114769,0.4589985,0.3736377,0.4036067,0.6353151,9.131468,0.5587633,0.2572845,7.741748,7.7164,
2381,10,560,0.7392857,2.782821,0.9724507,2.094461,19.1851,0,0.1134392,0.1132264,0.4583013,0.3717446,0.4037001,0.6361164,9.133462,0.5583606,0.2546558,7.721524,7.786769,
2401,10,546,0.7710623,2.786228,0.9739214,2.100202,19.18667,0,0.1129581,0.1091776,0.4584922,0.370842,0.4028414,0.6324913,9.189933,0.5583487,0.2530273,7.718483,7.816453,
2421,10,543,0.7955801,2.781163,0.97703,2.060343,19.12561,0,0.1124762,0.1077521,0.4578204,0.3686362,0.3986995,0.6312389,9.160676,0.5593374,0.2489176,7.693573,7.857842,
2441,10,548,0.8138686,2.773835,0.9784318,2.043666,19.155,0,0.1120602,0.1058658,0.4605711,0.3691421,0.3953309,0.6319927,9.105152,0.5610368,0.2472416,7.726185,7.799786,
2461,10,552,0.8224638,2.772078,0.9771404,2.01731,19.12144,0,0.1112497,0.1043564,0.461484,0.3657491,0.3914437,0.6365894,9.042528,0.5591721,0.2438269,7.730276,7.763748,
2481,10,555,0.8288288,2.760331,0.9741569,2.065048,19.12191,0,0.1104616,0.1047801,0.4593858,0.3651015,0.3879361,0.6372192,8.977691,0.558157,0.2391602,7.704932,7.796301,
2501,10,567,0.8289242,2.748628,0.9723403,2.066705,19.0525,0,0.1103391,0.104885,0.4549935,0.3693389,0.3886821,0.6401442,8.960733,0.5588707,0.2366453,7.716174,7.781503,
2521,10,587,0.8143101,2.747359,0.9708319,2.057736,19.09106,0,0.1105298,0.1052784,0.4516959,0.3754584,0.3873564,0.6406631,8.93188,0.5590379,0.2375423,7.71244,7.767806,
2541,10,620,0.7919355,2.749917,0.9670593,1.996935,19.29572,0,0.1107001,0.1047302,0.4505847,0.3811073,0.3821382,0.6363699,8.867531,0.5602201,0.2362093,7.748551,7.721169,
2561,11,678,0.7713864,2.758356,0.963958,1.980687,19.3235,0,0.1109668,0.1040129,0.4456613,0.3815569,0.3804993,0.633881,8.80883,0.5610145,0.2324171,7.7527,7.711773,
2581,11,752,0.7486702,2.748744,0.9619466,1.927664,19.45844,0,0.1108479,0.1041045,0.4431125,0.3795422,0.3854071,0.6312808,8.745279,0.5621492,0.2285942,7.828001,7.702867,
2601,11,819,0.7423688,2.746251,0.9602628,1.920774,19.53184,0,0.1109193,0.1055469,0.4388911,0.3724958,0.3908785,0.6311005,8.752023,0.5640178,0.2242265,7.840023,7.739154,
2621,11,835,0.7532934,2.728546,0.9556536,1.915062,19.30276,0,0.111319,0.1075571,0.4394786,0.3700611,0.3909774,0.6356062,8.682904,0.5639582,0.2212467,7.84281,7.747564,
2641,11,832,0.7632211,2.725325,0.9539328,1.894847,19.17771,0,0.1112796,0.1098511,0.4394885,0.369377,0.3879182,0.6367499,8.718019,0.5658674,0.2191062,7.870295,7.691211,
2661,11,824,0.7645631,2.714256,0.9550186,1.894167,18.90668,0,0.1114444,0.1094298,0.4395419,0.3726464,0.3895955,0.637118,8.655478,0.5684875,0.2173975,7.869766,7.679966,
2681,11,840,0.7583333,2.719806,0.9574667,1.887711,18.8914,0,0.1113902,0.1074655,0.4414487,0.3746517,0.3906848,0.6321098,8.588536,0.5690424,0.2158087,7.824762,7.668661,
2701,11,835,0.7748503,2.716624,0.9568325,1.896436,18.76338,0,0.1114749,0.1043404,0.4381303,0.3719144,0.3909931,0.6292714,8.565231,0.5669967,0.2122075,7.841166,7.699201,
2721,11,841,0.7669441,2.713727,0.9590628,1.900765,18.67031,0,0.111108,0.1025855,0.4360313,0.373534,0.3945484,0.6257924,8.449893,0.5689811,0.2067871,7.849949,7.753244,
