TIME(S),GENERATION,COUNT,MALE%,SIZE,SPEED,V_RADIUS,V_ANGLE,VA_BOOST_LIKELIHOOD,VA_BOOST_STRENGTH,M_ENERGY_TO_OFFSPRING%,F_ENERGY_TO_OFFSPRING%,MTF_OFFSPRING%,M_DESIRABILITY%,F_STANDARDS%,F_GESTATION_PERIOD,MTV_DIG%,MATE_ENERGY_THRESH,BOREDOM_THRESH,EXPLOREMTP
2461,12,92,0.6195652,2.69641,0.9345734,8.343169,7.416183,0,0.1429109,0.1928662,0.2227261,0.5056518,0.3820839,0.749469,5.089725,0.39681,0.3788635,11.46006,23.68336,
2481,12,88,0.6136364,2.691528,0.9312349,8.312042,7.410924,0,0.1429755,0.1917772,0.2205895,0.5054362,0.3804771,0.7470061,5.095213,0.3966601,0.3790616,11.601,23.52885,
2501,12,84,0.6071429,2.684643,0.9309434,8.066639,7.371488,0,0.1423351,0.1935278,0.2218603,0.5082461,0.3858794,0.7496036,5.111593,0.3980545,0.3782331,11.53988,23.64544,
2521,12,86,0.5930232,2.680683,0.9409292,8.285952,7.400043,0,0.1419648,0.1928726,0.2220443,0.5007717,0.386268,0.7544826,5.099227,0.4023358,0.3834627,11.55968,24.24193,
2541,12,82,0.5853658,2.673877,0.9478873,8.394549,7.395388,0,0.1442288,0.1876307,0.2229655,0.4929754,0.3865328,0.7614704,5.102545,0.4007362,0.388142,11.64119,24.10771,
2561,12,84,0.5714286,2.665654,0.9490312,8.548164,7.363267,0,0.1439782,0.1891328,0.22256,0.4930278,0.3874011,0.7570372,5.115256,0.3994555,0.3855216,11.58358,24.17399,
2581,12,94,0.5425532,2.639422,0.9484454,8.372718,7.257287,0,0.1430941,0.2006637,0.2281629,0.4944282,0.3882474,0.7634547,5.136412,0.4023511,0.3886894,11.73598,25.44598,
2601,13,106,0.5283019,2.618757,0.9425265,8.657886,7.229167,0,0.1427627,0.1873319,0.2301897,0.4877094,0.3896203,0.7625861,5.105974,0.404748,0.3830679,12.09853,26.26164,
2621,14,125,0.544,2.616327,0.9328421,9.089708,7.064828,0,0.142538,0.183178,0.2293132,0.4823995,0.3905743,0.762547,5.081747,0.4057403,0.3790279,12.25929,26.52662,
2641,14,154,0.5584416,2.602704,0.9269454,9.28042,7.034229,0,0.1417027,0.171978,0.2355115,0.4856631,0.3882845,0.7659793,5.041791,0.4098572,0.3720436,12.77248,27.37693,
2661,14,198,0.530303,2.574703,0.9218887,9.628781,6.907654,0,0.1416766,0.1761064,0.2466345,0.4767733,0.3793952,0.7730163,5.013041,0.4141791,0.3652402,13.24142,28.39814,
2681,15,289,0.532872,2.558537,0.9096783,9.733684,6.809682,0,0.139695,0.1823596,0.2504141,0.4689692,0.3788331,0.7754189,4.997942,0.4155339,0.3574926,13.57026,29.15692,
2701,15,467,0.5460386,2.552309,0.9051979,9.870495,6.764979,0,0.1390318,0.177798,0.2444895,0.4672117,0.3797733,0.7707719,4.956104,0.4158572,0.3461958,13.8398,30.89262,
2721,15,526,0.5475285,2.547925,0.9011219,9.772985,6.723399,0,0.1390716,0.1779819,0.241393,0.4667202,0.3828241,0.7707682,4.956207,0.4167585,0.3420967,13.9556,31.19878,
2741,15,520,0.5403846,2.54179,0.9001568,9.668098,6.699695,0,0.1390987,0.1787245,0.2418999,0.4664512,0.3817943,0.7701486,4.971566,0.4161148,0.3427806,13.94441,30.95611,
2761,15,484,0.5351239,2.526622,0.9002584,9.531533,6.677113,0,0.1387402,0.1783669,0.245318,0.4693543,0.3794531,0.7720706,4.984675,0.4168099,0.3446166,13.99179,30.77645,
2781,15,435,0.5264368,2.518092,0.8971055,9.424707,6.678366,0,0.138085,0.1782783,0.2476239,0.4727697,0.3789636,0.7693374,4.995727,0.4171789,0.3491467,13.95084,30.68974,
2801,15,398,0.522613,2.511994,0.8887808,9.239796,6.666585,0,0.1376015,0.1766293,0.248009,0.4761896,0.3776191,0.771981,5.026498,0.4177263,0.3515772,13.91638,30.56283,
2821,15,358,0.5391061,2.488888,0.8864764,9.155982,6.600955,0,0.1373538,0.1778307,0.2485016,0.4758638,0.3763947,0.7730862,5.061722,0.4184701,0.3517356,13.96135,30.43264,
2841,15,326,0.5490798,2.478798,0.8862654,9.086096,6.562223,0,0.1368019,0.1695634,0.2483271,0.4777115,0.3784812,0.773413,5.070043,0.4186803,0.3541282,13.90225,30.2655,
2861,15,296,0.5540541,2.478598,0.888582,9.046877,6.59283,0,0.1369522,0.1723015,0.2497093,0.4764306,0.3813022,0.776033,5.070681,0.4168362,0.3569525,13.86431,29.97674,
2881,15,265,0.5660377,2.477041,0.8864905,8.897961,6.513624,0,0.1368261,0.1722855,0.2484141,0.4776056,0.3822468,0.7762019,5.074046,0.416541,0.3564389,13.81063,29.8856,
2901,15,242,0.5867769,2.473362,0.8850341,8.811805,6.507384,0,0.1363617,0.1654861,0.2453009,0.4778211,0.3849066,0.7760475,5.100666,0.4167033,0.3562317,13.78345,29.79013,
2921,15,215,0.6139535,2.466123,0.8838193,8.622912,6.507131,0,0.136009,0.1609417,0.2448047,0.4769711,0.3888038,0.7716162,5.120624,0.416583,0.3588039,13.83172,29.56543,
2941,15,187,0.6256685,2.457566,0.8814306,8.390364,6.492616,0,0.1362955,0.1559468,0.2481638,0.4806773,0.389274,0.7733501,5.095444,0.418299,0.3614562,13.87965,29.83343,
2961,15,177,0.6440678,2.459703,0.8780269,8.367052,6.499962,0,0.1361857,0.1547356,0.2479102,0.4812478,0.386022,0.7713708,5.114766,0.4200921,0.3637276,13.8096,29.73283,
2981,15,164,0.6463414,2.451229,0.8781148,8.295804,6.468202,0,0.1359109,0.1584129,0.2468986,0.4817954,0.3863407,0.7771664,5.125112,0.4222236,0.3660467,13.78899,29.76062,
3001,15,161,0.6459627,2.454375,0.8777721,8.178431,6.454216,0,0.1359668,0.158003,0.2452929,0.4830459,0.3857943,0.7815738,5.123812,0.4239033,0.3671876,13.83809,29.82501,
3021,15,148,0.6554054,2.448328,0.8753228,7.99912,6.435272,0,0.1353486,0.1593947,0.2474195,0.4816259,0.3828183,0.7844782,5.10471,0.4266864,0.3660267,13.80429,29.83263,
3041,15,139,0.676259,2.444822,0.8741797,7.961261,6.377498,0,0.1355341,0.1660443,0.2498247,0.4740936,0.3780018,0.786,5.110631,0.4283415,0.3652961,13.71599,30.0268,
3061,15,138,0.6666667,2.44052,0.8735378,7.87882,6.379318,0,0.1357068,0.1647037,0.2509867,0.473957,0.378897,0.7881126,5.115648,0.4277925,0.3664621,13.70842,30.03873,
3082,15,136,0.6544118,2.433485,0.8757304,7.84201,6.34893,0,0.1357683,0.1616586,0.2487429,0.4679208,0.3811629,0.7844303,5.125383,0.4284461,0.3673462,13.82682,30.09295,
3102,15,133,0.6766917,2.400869,0.8772108,7.856152,6.387452,0,0.1353806,0.1605574,0.252482,0.4652075,0.3810468,0.795533,5.122305,0.4292234,0.3620265,13.76188,29.80979,
3122,15,127,0.6692913,2.386505,0.8777845,7.780876,6.326083,0,0.1349884,0.1635965,0.2570109,0.4606545,0.3814177,0.7985426,5.116217,0.4294198,0.3621228,13.84414,30.01143,
3142,15,123,0.6585366,2.384322,0.879839,7.659396,6.302364,0,0.1347683,0.1654661,0.257033,0.4613686,0.3832237,0.7988849,5.128657,0.4294691,0.3636459,13.7906,29.96911,
3162,15,126,0.6507937,2.379044,0.8813893,7.619193,6.321668,0,0.134452,0.1650658,0.2581908,0.4638668,0.3838431,0.7999574,5.123788,0.4287623,0.3621887,13.75452,29.82064,
3182,15,128,0.65625,2.383005,0.8839882,7.536201,6.338994,0,0.1349551,0.165738,0.2594162,0.463096,0.3820315,0.7990758,5.130186,0.4277591,0.3604959,13.71709,29.54809,
3202,15,127,0.6692913,2.38103,0.8858728,7.540573,6.293476,0,0.1349901,0.1637619,0.261046,0.4635931,0.3811217,0.7975317,5.146476,0.4277065,0.3599477,13.7521,29.47446,
3222,15,128,0.671875,2.383458,0.8875729,7.539907,6.287474,0,0.1351851,0.1618587,0.260806,0.4627816,0.3796594,0.796598,5.137922,0.4249848,0.3583985,13.77643,29.61801,
3242,15,132,0.6666667,2.392141,0.8873252,7.452328,6.258793,0,0.1356482,0.1617906,0.25832,0.4627801,0.3776822,0.7994452,5.157605,0.4222247,0.3561755,13.76488,29.29531,
3262,15,135,0.6518518,2.375479,0.8904029,7.298558,6.280666,0,0.1348124,0.1577392,0.2574316,0.4598885,0.3770753,0.8058731,5.188491,0.4225444,0.3554435,13.715,29.34444,
3282,15,138,0.6376812,2.361665,0.8879238,7.354175,6.297436,0,0.1350436,0.1567015,0.2560228,0.4595376,0.3753502,0.8058614,5.150123,0.4222495,0.3546569,13.70246,29.49263,
3302,15,148,0.6216216,2.349349,0.8948439,7.22582,6.313828,0,0.1364141,0.1533151,0.2596045,0.4572502,0.3725611,0.8060225,5.102072,0.4224333,0.3538046,13.62682,29.5186,
3322,15,165,0.6484848,2.333792,0.9016593,7.12633,6.352211,0,0.1378321,0.1493461,0.2640409,0.460532,0.3717015,0.8114424,5.105422,0.4220927,0.3509244,13.44903,29.2566,
3342,15,172,0.6395349,2.321466,0.8999437,7.060098,6.325024,0,0.1379758,0.1423554,0.2631291,0.461698,0.3719774,0.8098111,5.093,0.4225692,0.3520346,13.54715,29.4413,
3362,15,193,0.6165803,2.336332,0.8990416,6.999828,6.342952,0,0.1380863,0.145995,0.2573178,0.4582647,0.3726823,0.8059666,5.059838,0.4201382,0.3492181,13.62249,29.60724,
3382,15,232,0.637931,2.359663,0.9039202,6.888691,6.438852,0,0.138872,0.1526865,0.2530342,0.4597281,0.3732957,0.8074256,4.974371,0.4148319,0.3426447,13.7072,30.02704,
3402,15,281,0.6192171,2.395787,0.9042685,6.756375,6.458282,0,0.1401999,0.1599487,0.2466753,0.4648826,0.3702167,0.8006127,4.934006,0.4134023,0.3391929,13.80795,29.36264,
3422,15,333,0.6096096,2.411656,0.9042771,6.609783,6.507807,0,0.1421377,0.1648159,0.2473707,0.4658102,0.3667755,0.8004403,4.915286,0.4132855,0.3329213,13.80746,28.81543,
3442,15,371,0.5902965,2.426193,0.9077858,6.681404,6.515169,0,0.1418646,0.1666649,0.2452043,0.4656658,0.3627007,0.8059564,4.919273,0.4128349,0.3315815,13.82447,28.62966,
3462,15,403,0.5831265,2.435232,0.9107215,6.58533,6.491789,0,0.1411192,0.1693351,0.2458397,0.4675343,0.3629517,0.8078812,4.904103,0.4125159,0.3301736,13.87401,28.65796,
3482,15,421,0.5819477,2.452376,0.912539,6.53242,6.460565,0,0.1403477,0.1701607,0.2465078,0.469767,0.3610432,0.8129416,4.887511,0.4128458,0.3296958,13.88139,28.94153,
3502,16,430,0.5744186,2.461252,0.9111066,6.396574,6.448088,0,0.1397552,0.171378,0.2453879,0.4705728,0.3607562,0.8154676,4.868968,0.4137985,0.3302878,13.8966,29.21586,
3522,16,425,0.5764706,2.448974,0.9108229,6.357536,6.439281,0,0.1391135,0.1713275,0.2455741,0.470394,0.361429,0.8170815,4.866243,0.4128159,0.328463,13.91138,29.31254,
3542,16,411,0.5742093,2.433325,0.9106905,6.277613,6.429173,0,0.1389052,0.1714847,0.2448241,0.4702403,0.3621991,0.8182592,4.879279,0.4129238,0.3270973,13.97424,29.41619,
3562,16,395,0.5670886,2.418869,0.9131045,6.191517,6.457996,0,0.1390391,0.1685238,0.2465974,0.4708029,0.3609942,0.8187589,4.881023,0.4121955,0.3269918,13.97626,29.49476,
3582,16,366,0.568306,2.403689,0.9145898,6.052992,6.452182,0,0.1389355,0.1665817,0.2494012,0.467827,0.3612335,0.8158938,4.897958,0.4119613,0.3298054,13.91568,29.58134,
3602,16,348,0.5718391,2.384509,0.9145083,5.973244,6.446783,0,0.1382754,0.165203,0.2506669,0.4664491,0.3605401,0.8170021,4.93027,0.4123549,0.3307827,13.86842,29.62863,
3622,16,335,0.5671642,2.368652,0.9141265,5.934842,6.452209,0,0.1380964,0.1635142,0.2523851,0.4646678,0.3601315,0.8174428,4.931338,0.4123491,0.3322595,13.8358,29.60278,
3642,15,312,0.5801282,2.359025,0.9136011,5.743456,6.461317,0,0.1377742,0.1600803,0.2527449,0.465575,0.3604109,0.8147522,4.937045,0.4124095,0.3335207,13.84616,29.40869,
3662,15,298,0.5838926,2.347973,0.9152507,5.637787,6.467969,0,0.1376231,0.1572711,0.2523071,0.4663949,0.3595674,0.817948,4.956753,0.4120448,0.3326739,13.82885,29.46424,
3682,15,281,0.5943061,2.34051,0.9139719,5.592459,6.457611,0,0.1375711,0.1586746,0.2533251,0.4677005,0.3599868,0.8177552,4.940514,0.41205,0.3342405,13.84552,29.42787,
3702,15,265,0.5886793,2.327439,0.919323,5.50457,6.462653,0,0.1371637,0.1553274,0.256578,0.4651956,0.3591618,0.8214303,4.975611,0.4126448,0.3357369,13.79325,29.47756,
3722,15,250,0.6,2.323937,0.9163989,5.43952,6.462312,0,0.1365664,0.1537886,0.2612444,0.4641316,0.3597714,0.8214875,4.987396,0.4133497,0.3366331,13.70675,29.50812,
3742,15,239,0.5983264,2.317771,0.9153998,5.390091,6.440662,0,0.135906,0.1520076,0.2628712,0.4644855,0.3621634,0.8226712,4.995959,0.4130891,0.3378511,13.65193,29.59171,
3762,15,230,0.6086956,2.31433,0.9195212,5.353707,6.46498,0,0.1360294,0.1520697,0.2673584,0.4603543,0.3624993,0.8239263,4.975183,0.4123341,0.3378721,13.66578,29.58663,
3782,15,227,0.6255507,2.314482,0.9265601,5.595339,6.391291,0,0.1367225,0.154981,0.2649382,0.459208,0.3609143,0.8206119,4.952158,0.4125961,0.3362464,13.73905,29.96984,
3802,15,220,0.6409091,2.302956,0.9332898,5.62545,6.380767,0,0.1365518,0.1581027,0.2645242,0.4583935,0.3587412,0.8212135,4.947562,0.4121363,0.3344106,13.72105,30.02518,
3822,15,214,0.6495327,2.30004,0.9349738,5.655758,6.331235,0,0.1363643,0.1564397,0.2650311,0.4584411,0.3590097,0.8239027,4.972311,0.4115536,0.3335764,13.77054,30.09492,
3842,15,210,0.6476191,2.298383,0.931275,5.644391,6.320276,0,0.1359901,0.1561645,0.2644631,0.4567933,0.3598923,0.8231611,4.967597,0.4109935,0.333205,13.81077,30.10469,
3862,15,209,0.6363636,2.285973,0.9341661,5.596855,6.332793,0,0.135815,0.1542115,0.2664579,0.4559599,0.3586623,0.8238134,4.982461,0.4110215,0.3328468,13.89248,30.17012,
3882,15,209,0.6315789,2.286515,0.9325784,5.679988,6.343189,0,0.1357806,0.1554049,0.2672039,0.455673,0.3572128,0.8234274,5.001776,0.4109993,0.3321767,13.86547,30.2782,
3902,15,205,0.6243902,2.276536,0.9310139,5.622472,6.330411,0,0.1357566,0.1514666,0.266313,0.456133,0.3549542,0.8292998,5.034932,0.4107394,0.3314338,13.84486,30.20053,
3922,15,213,0.6056338,2.263482,0.9332014,5.468015,6.277385,0,0.1346321,0.1506236,0.2660492,0.4578937,0.3532882,0.8319376,5.100846,0.4124463,0.3292686,13.82425,30.41868,
3942,15,223,0.5919282,2.248442,0.9324982,5.250248,6.199839,0,0.1341581,0.1506595,0.2646167,0.4621266,0.3572495,0.8330195,5.119603,0.4136912,0.3279549,13.92097,30.32381,
3962,15,256,0.609375,2.220912,0.9275859,5.09214,6.121521,0,0.1337753,0.1608386,0.261009,0.4654822,0.356378,0.8400243,5.182046,0.4158192,0.3188082,13.87852,30.54338,
3982,15,327,0.5871559,2.212,0.9217649,4.900187,6.045928,0,0.1335666,0.1624048,0.259023,0.4745919,0.3620963,0.8457803,5.173128,0.4160852,0.3112732,13.93453,30.80601,
4002,16,449,0.545657,2.206755,0.923023,4.698529,5.984638,0,0.132108,0.1571917,0.2590224,0.4771312,0.3613375,0.8515522,5.138722,0.4140924,0.300494,14.13509,31.08679,
4022,18,628,0.5111465,2.219935,0.9211262,4.659587,6.000371,0,0.1318944,0.1538181,0.2646818,0.4859543,0.3574339,0.8526654,5.040198,0.4155912,0.2939212,14.22118,30.86853,
4042,18,809,0.5203956,2.231312,0.9215845,4.671433,6.001841,0,0.1320441,0.1490964,0.2669649,0.4863793,0.3578463,0.8517019,5.013668,0.4157066,0.290105,14.17637,30.50159,
4062,18,844,0.5106635,2.225029,0.9219419,4.626631,5.997784,0,0.1315328,0.1469784,0.2667602,0.4872485,0.358226,0.8519706,5.003587,0.4152839,0.2895429,14.19339,30.52901,
4082,18,855,0.5064328,2.214492,0.9215221,4.568408,5.998794,0,0.131474,0.1475815,0.267318,0.4872845,0.356341,0.8533553,5.001997,0.4148144,0.2886773,14.14275,30.53151,
4102,18,836,0.5083732,2.202452,0.9188936,4.491251,5.989277,0,0.1313498,0.1466259,0.2669482,0.4866793,0.3560618,0.8548896,5.003112,0.4139465,0.2891472,14.17598,30.51487,
4122,18,806,0.5099255,2.191863,0.9175276,4.368245,5.972287,0,0.1310008,0.1437423,0.2660515,0.4871989,0.3574012,0.8556457,5.00771,0.4131553,0.2894019,14.20564,30.56447,
4142,18,780,0.5141026,2.182594,0.9136,4.302295,5.951697,0,0.13108,0.1432932,0.2655088,0.4851229,0.3558833,0.8553637,5.01616,0.4120575,0.2892554,14.21584,30.61464,
4162,18,755,0.5178808,2.177459,0.9124193,4.221325,5.935536,0,0.1307307,0.1431559,0.2644845,0.484017,0.3571551,0.8565097,5.028802,0.4119135,0.2894024,14.1998,30.64421,
4182,18,718,0.5153204,2.171855,0.9106854,4.178241,5.946511,0,0.1307841,0.1406896,0.2646756,0.4836608,0.3567486,0.8559349,5.038779,0.4118399,0.2897519,14.20409,30.59946,
4202,18,684,0.5204678,2.160019,0.9076483,4.117915,5.920052,0,0.1306418,0.1397956,0.2651578,0.4834292,0.3586941,0.8569625,5.024516,0.4121403,0.2896982,14.23073,30.71301,
4222,18,645,0.5209302,2.150589,0.9057955,4.060204,5.916008,0,0.1303574,0.1409692,0.2657943,0.4823375,0.3604078,0.8550595,5.024265,0.4127428,0.2898282,14.25494,30.74941,
4242,18,613,0.5203915,2.142269,0.903987,4.021971,5.926453,0,0.1304875,0.1390889,0.2650976,0.4840387,0.3619947,0.8556073,5.026466,0.413017,0.2901254,14.26371,30.7545,
4262,18,591,0.5279188,2.129849,0.9044544,4.001491,5.906564,0,0.1299736,0.1400743,0.2644806,0.4827672,0.360489,0.8558407,5.031616,0.4131189,0.2895815,14.26161,30.50754,
4282,18,546,0.53663,2.126833,0.9032812,3.95019,5.875241,0,0.1296594,0.1397257,0.2621358,0.4824386,0.3617158,0.8560215,5.034599,0.4130801,0.2895638,14.27726,30.52949,
4302,17,497,0.5472837,2.119586,0.9022225,3.905708,5.841253,0,0.1298196,0.1420673,0.2633462,0.4807685,0.3605155,0.8566572,5.022237,0.4135191,0.2898274,14.22134,30.53682,
4322,17,476,0.5483193,2.112575,0.9007232,3.822427,5.826939,0,0.1297202,0.1446074,0.2620896,0.4814837,0.3618664,0.8546652,5.01207,0.4140213,0.2903887,14.19331,30.68053,
4342,17,439,0.5512528,2.104488,0.8988274,3.852752,5.79591,0,0.130104,0.1419571,0.2599305,0.4819118,0.3587803,0.8599928,5.020241,0.4132421,0.2918827,14.23731,30.76212,
4362,17,418,0.5478469,2.101529,0.8980271,3.854453,5.785546,0,0.1305408,0.1420294,0.2583447,0.4815523,0.3602086,0.8595542,5.021113,0.4128686,0.2923999,14.33175,30.90383,
4382,17,399,0.5538847,2.099012,0.8976809,3.827512,5.772638,0,0.1303765,0.1388212,0.2586907,0.481673,0.3597889,0.8593969,5.051781,0.4125712,0.2937129,14.32913,31.02955,
4402,17,380,0.5605263,2.099517,0.8962303,3.810999,5.743941,0,0.1305985,0.1342581,0.2588094,0.4822821,0.3556894,0.8628445,5.065579,0.413169,0.2932958,14.31067,30.91184,
4422,17,371,0.5579515,2.096201,0.8969002,3.811875,5.754909,0,0.1305036,0.1355858,0.2580062,0.4830971,0.3545877,0.861956,5.081094,0.4127547,0.2942652,14.29716,30.84512,
4442,17,352,0.5653409,2.097011,0.8960533,3.77709,5.746143,0,0.1302141,0.1339477,0.2570558,0.4813352,0.3545544,0.8634842,5.090845,0.4119883,0.2946075,14.32994,30.96003,
4462,17,340,0.5647059,2.093989,0.8930454,3.768838,5.74489,0,0.1300235,0.1365042,0.2576036,0.4774842,0.3554429,0.8647393,5.088039,0.4115272,0.2925173,14.32339,31.15586,
4482,17,328,0.5640244,2.084002,0.8934551,3.760838,5.740947,0,0.1298081,0.1354086,0.2575463,0.4762136,0.3551504,0.8629736,5.095273,0.4118488,0.2914342,14.35204,31.19459,
4502,17,326,0.5705522,2.080538,0.8941424,3.775988,5.751006,0,0.1301923,0.1358092,0.2603174,0.480494,0.353971,0.8604997,5.081774,0.4123726,0.2913365,14.26323,31.03683,
4522,17,325,0.5815384,2.07589,0.8959235,3.713391,5.769723,0,0.1310644,0.1391597,0.2604284,0.4800257,0.3543592,0.8568304,5.07333,0.4125719,0.2913632,14.22761,31.04876,
4542,17,332,0.566265,2.074851,0.8951412,3.732246,5.804994,0,0.1321724,0.1398826,0.2612373,0.4792539,0.3520961,0.8546065,5.043153,0.4134442,0.2901047,14.19048,31.01048,
4562,17,344,0.5755814,2.074874,0.8982235,3.727736,5.791263,0,0.1328213,0.1379444,0.2655044,0.4793351,0.3492108,0.849726,5.066242,0.4140974,0.2882884,14.10312,30.96947,
4582,17,387,0.5762274,2.091657,0.8994179,3.699517,5.793869,0,0.1330414,0.1273859,0.2642896,0.4759361,0.3474162,0.8497327,5.10351,0.4142042,0.2840232,14.02188,30.88792,
4602,17,458,0.5786026,2.114546,0.9030074,3.686581,5.813969,0,0.13367,0.1259479,0.2635485,0.4721511,0.3466159,0.8474996,5.098393,0.4137803,0.2811794,13.93585,30.66036,
4622,18,608,0.5559211,2.125803,0.9044051,3.676204,5.844812,0,0.1318464,0.1287746,0.2611341,0.4681319,0.3436492,0.8390743,5.052993,0.4123141,0.2753646,13.78537,31.03411,
4642,18,775,0.5483871,2.129793,0.9062927,3.64639,5.851359,0,0.1305756,0.1259996,0.2582566,0.4665557,0.3434759,0.8380255,5.091278,0.4075752,0.271499,13.75025,30.93911,
4662,18,835,0.5556886,2.128429,0.9062722,3.649464,5.823016,0,0.1301171,0.124521,0.255909,0.4673496,0.3437276,0.8387077,5.114941,0.4079984,0.2702807,13.73778,31.03286,
4682,18,831,0.5547533,2.128898,0.9060711,3.627662,5.826946,0,0.1301057,0.1241195,0.2561741,0.4672526,0.3430062,0.839858,5.117053,0.4079545,0.2699257,13.72161,31.00072,
4702,18,825,0.5612121,2.127023,0.9048624,3.627198,5.81358,0,0.1297782,0.124723,0.2564911,0.4667343,0.3441058,0.8388933,5.124067,0.4072175,0.2690545,13.73076,31.02716,
4722,18,807,0.5638166,2.124007,0.9047744,3.628392,5.811191,0,0.1298209,0.1237519,0.2564476,0.4666032,0.3436265,0.8394549,5.128223,0.4066718,0.2688392,13.72831,30.95951,
4742,18,781,0.5582587,2.120816,0.9030642,3.627012,5.794431,0,0.1297345,0.1233709,0.2563127,0.4671184,0.3438957,0.8392546,5.142779,0.4076481,0.2688576,13.72419,30.886,
4762,18,766,0.5548303,2.111091,0.9022856,3.622368,5.794712,0,0.1295483,0.1217509,0.2571066,0.4664188,0.3431811,0.8397404,5.150261,0.4074159,0.2692309,13.71958,30.89828,
4782,18,729,0.5555556,2.102558,0.9004699,3.615523,5.785805,0,0.1297955,0.1225254,0.2564263,0.4677557,0.3431253,0.8401194,5.153993,0.4079384,0.2696235,13.6628,30.97416,
4802,18,697,0.5581062,2.09667,0.9011428,3.614971,5.77477,0,0.1297815,0.1217176,0.2575592,0.4670683,0.3411067,0.8394005,5.152392,0.407593,0.2698005,13.67931,30.92433,
4822,18,667,0.5652174,2.092316,0.9000391,3.599986,5.775117,0,0.1297489,0.1208283,0.2580384,0.4667469,0.3411247,0.8386721,5.126477,0.4073692,0.2709977,13.64867,30.96425,
4842,18,634,0.5757098,2.087294,0.8990409,3.590677,5.769908,0,0.1298461,0.1190372,0.258535,0.4664763,0.3409451,0.836553,5.145493,0.4067981,0.2711911,13.63519,30.98139,
4862,18,599,0.590985,2.077263,0.8976359,3.583346,5.770909,0,0.1299595,0.1202977,0.2575388,0.4658692,0.3397762,0.8380546,5.140033,0.4075989,0.2720132,13.66106,31.04004,
4883,18,564,0.6010638,2.071797,0.8945316,3.568626,5.733245,0,0.1299209,0.121449,0.257566,0.4657675,0.339428,0.8395684,5.159325,0.4074466,0.2722127,13.65804,31.10844,
4903,18,526,0.6102661,2.065081,0.8914977,3.546921,5.709773,0,0.1300655,0.1222893,0.2591493,0.4667186,0.339372,0.8395578,5.166172,0.4079351,0.2727384,13.68241,31.11169,
4923,18,506,0.6185771,2.062743,0.8906673,3.544509,5.700892,0,0.1295015,0.1235132,0.2580672,0.4666721,0.3411989,0.8387955,5.182232,0.4085271,0.2732592,13.70134,31.20508,
4943,18,491,0.6232179,2.069256,0.8907475,3.565084,5.685184,0,0.1298666,0.1219125,0.2592103,0.4667653,0.3431974,0.8395628,5.199386,0.4092466,0.2732178,13.73114,31.22084,
4963,18,477,0.6331237,2.071614,0.8913665,3.566725,5.681482,0,0.1296998,0.121902,0.2599387,0.4652017,0.3421378,0.8381258,5.202979,0.4092944,0.2738405,13.75775,31.21244,
4983,18,460,0.6391304,2.072059,0.8914101,3.566866,5.667418,0,0.1297408,0.1224841,0.2599919,0.4645206,0.3420443,0.8379278,5.181735,0.4085903,0.2742065,13.74241,31.36996,
5003,18,438,0.652968,2.072139,0.8923795,3.566029,5.652109,0,0.1300029,0.1206636,0.2612032,0.4628871,0.3425871,0.8367249,5.175695,0.4077097,0.2745122,13.76073,31.31112,
5023,18,420,0.6452381,2.072088,0.8921121,3.561476,5.637377,0,0.1308252,0.1186863,0.2619746,0.462613,0.341325,0.8369973,5.183418,0.4079715,0.2733178,13.7544,31.09635,
5043,18,422,0.6445498,2.069877,0.89112,3.555292,5.597314,0,0.1315725,0.1174455,0.2609658,0.4638044,0.3421227,0.8387216,5.169396,0.4081525,0.2710173,13.78543,31.21873,
5063,18,428,0.6448598,2.070168,0.8916609,3.560369,5.556739,0,0.1322067,0.1143254,0.2593735,0.4632725,0.3421077,0.8380851,5.193752,0.4085122,0.2685536,13.77039,31.25884,
5083,18,415,0.6506024,2.070297,0.8913765,3.554998,5.565233,0,0.1320569,0.1145727,0.2579109,0.464212,0.3399433,0.8370581,5.183078,0.4082427,0.2684984,13.76239,31.27508,
5103,18,405,0.6617284,2.068136,0.8906517,3.556499,5.57266,0,0.1323494,0.112789,0.2582486,0.4633999,0.3383933,0.8371348,5.195628,0.4085087,0.2677317,13.68365,31.21462,
5123,18,394,0.6598985,2.063608,0.8904356,3.562224,5.569787,0,0.1323456,0.1119751,0.2586299,0.4622567,0.3394911,0.8375286,5.209587,0.4086245,0.2675182,13.66636,31.09469,
5143,18,398,0.6582915,2.056404,0.8935173,3.560678,5.613476,0,0.1331427,0.1101271,0.2572115,0.4625748,0.3377086,0.8395115,5.196567,0.4084517,0.2664791,13.67615,31.158,
5163,18,408,0.6397059,2.041435,0.8951026,3.564248,5.604424,0,0.1331147,0.1128151,0.2535626,0.4614003,0.3367073,0.8399168,5.193381,0.4098473,0.2656616,13.7574,31.33067,
5183,18,407,0.6339067,2.043608,0.8962111,3.568874,5.613743,0,0.1328048,0.1066438,0.2536367,0.458995,0.3378216,0.8410531,5.216453,0.4102761,0.2641911,13.82097,31.51822,
5203,18,405,0.6444445,2.039866,0.8969011,3.56785,5.607828,0,0.1332149,0.1053285,0.2523281,0.4587126,0.3371914,0.8392286,5.218468,0.409682,0.2639126,13.79791,31.39221,
5223,18,408,0.6421568,2.039484,0.8971652,3.56426,5.601768,0,0.1328936,0.1048376,0.2530527,0.4594556,0.3365686,0.8386604,5.240602,0.4094835,0.2624384,13.77511,31.48912,
